ask,com_finance,com_name,com_people,com_type,id,keyword,welfare
"1. 负责制定和实施具体的招生目标，完成招生任务； 2. 负责维护合作机构关系，开拓新的渠道及推广形式； 3. 根据行业市场情况，负责市场活动的策划和宣传、推广计划的实施； 4. 收集同行业及周边市场信息； 5. 接受学生咨询,解答学生疑问； 6. 建立和维护家长的信息数据，对首次来访的家长、已咨询登记有意向的家长，进行追踪管理，及时更新记录； 7. 擅长各类市场推广活动。 【任职要求】 经验要求：1-3年 学历要求：大专 行业要求：不限 喜叻宝宝国际幼儿园目前在广州有两大园区，分别位于荔湾区花地大道南，及 天河区珠江新城，幼儿园具有2000方的户外活动场地，园的公共活动区域，不仅有标准化的儿童足球训练场，还有“8”字形轮滑赛道、自然生态植物种植园地。园内更配有STEAM国际课程教学的功能室，不再是一成不变的教室，而是老师及孩子们自由发挥创意的空间。 喜叻宝宝是专注孩子领力的菁英教育，培养出具有环球视野的精英领导。教学体系由 剑桥英语 主题探索 奥福艺术 Stem探究衔接 四大板块组成。诚意欢迎有志之士加入我们团队，一起共创美好未来！",不需要融资,广州市喜叻宝宝芳...,20-99人,学前教育,625,销售工作经验 销售岗 客户开发 文案撰写能力 商户合作 教育培训 地推经验 营销策划能力 数据分析能力 可兼职,节日福利 包住 包吃 五险一金 包住 节日福利 包住 包吃 五险一金 包住 节日福利 包住 包吃 五险一金 包住 节日福利 包住 包吃 五险一金 包住
岗位职责: 1、依托ETC发行业务，自研车主服务平台，ETC发行平台，ETC金融平台。根据项目需求，完成系统模块设计功能开发，参与需求评审、架构设计。 2、完成项目相关设计开发文档，测试用例的整理与编写，沉淀通用性的平台或服务能力。 3、发现、排查及解决各系统运行中遇到的问题，持续优化系统架构，提高系统并发能力、容错能力、保证系统可用性。 任职要求:最近一份工作为自研产品，非外包 1具备扎实的Java基础知识，有Java项目开发经验，熟悉Java开发流程，熟悉数据库、缓存、消息队列等内部机制。 2.熟悉SpringBoot、SpringCloud等Spring生态体系框架MyBatis框架，精通Maven。 3.精通MySql数据库，并具备数据库设计能力，可以独立编写和优化开发中所使用的SQL语句。4.熟悉Linux操作系统，有一定的shell脚本编程基础，掌握linux常用命令，网络协议，jvm、tomcat、nginx等调优，可独立配置相关开发运行环境5.精通面向对象、设计模式，熟悉分布式系统的设计和应用，有微服务开发应用经历。 6.了解应用HTML、JS、CSS、Vue等web前端技术优先7.有高并发、高性能、高可用大型网站构建经验者优先。8.有ETC行业，支付业务平台开发经验优先。 广东金瑜科技有限公司，是一家专业从事高速场景运营的产业数字化高科技企业。,天使轮,金瑜科技,20-99人,互联网,626,Java JavaScript 不接受居家办公,节日福利 有无线网 团建聚餐 底薪加提成 保底工资 绩效奖金 年终奖 五险一金 节日福利 有无线网 团建聚餐 底薪加提成 保底工资 绩效奖金 年终奖 五险一金 节日福利 有无线网 团建聚餐 底薪加提成 保底工资 绩效奖金 年终奖 五险一金 节日福利 有无线网 团建聚餐 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
岗位职责： - 参与核心软件产品的设计工作，进行功能模块的详细设计，并按项目管理规范的要求编制设计文档； - 完成核心软件系统代码的实现，编写代码注释和开发文档，分析并解决软件开发过程中的问题； - 负责完成核心软件产品的编码实现（编码、单元测试）、集成测试，并按项目管理规范编写相应的技术文档； - 配合系统架构师完成相关任务目标，为相关部门和人员提供技术支持；  岗位要求： - 本科及以上学历统招生，计算机、软件工程、数学、自动化等相关专业，2年及以上项目研发经验； - 有深厚的Java基础，对Java EE服务器端设计和编程有深入理解，熟练掌握Java编程和设计、Web Service、RESTful、JSON、JDBC、JUnit等相关技术，熟练git版本管理工具 - 熟悉SpringBoot相关常用开发框架； - 熟练主流数据库（MySQL、mongodb）的使用； - 具有一定Linux基础，掌握Weblogic、JBoss、Tomcat等中间件服务器的安装、部署及简单调优； 热爱研发岗位，能够踏踏实实编写和调试源代码，善于接受新技术，有良好的合作精神； 公司成立于2017年，人工智能技术赋能儿童教育领域。公司主要产品有：智能阅读台灯、慧读器、幼儿园智能化解决方案以及爱学楼app。爱数魔，人工智能技术解决方案！,A轮,爱学科技,20-99人,互联网,627,Java Java开发经验 Java 服务器配置 MySQL MongoDB Spring,五险一金 年终奖 带薪年假 员工旅游 免费班车 零食下午茶 五险一金 年终奖 带薪年假 员工旅游 免费班车 零食下午茶 五险一金 年终奖 带薪年假 员工旅游 免费班车 零食下午茶 五险一金 年终奖 带薪年假 员工旅游 免费班车 零食下午茶
负责公司潜在客户的抖音业务地推 工作时间：早上9:30到19:00   大小周 无责底薪4000＋开单提成30%+利润提成3% 广州万珏成立于2017年，公司主营销售和安装餐饮系统，服务本地餐饮商家。公司目前主推广州及周边地区业务，计划2年内开拓整个珠三角区域。,未融资,万珏科技,20-99人,互联网,628,销售岗,交通补助 生日福利 节日福利 带薪年假 全勤奖 节假日加班费 底薪加提成 保底工资 绩效奖金 交通补助 生日福利 节日福利 带薪年假 全勤奖 节假日加班费 底薪加提成 保底工资 绩效奖金 交通补助 生日福利 节日福利 带薪年假 全勤奖 节假日加班费 底薪加提成 保底工资 绩效奖金 交通补助 生日福利 节日福利 带薪年假 全勤奖 节假日加班费 底薪加提成 保底工资 绩效奖金
1.负责研学/文旅产品线路的销售，为客户满意度负责;探寻客户旅行需求，针对客户个性化需求进行旅游定制或线路匹配; 2、负责研学/文旅老客户维护，回访，老带新，根据研学/文旅产品线路和客户需求进行产品亮点分析，达成客户转化; 3、负责社群活动落地、社群运营转化、微信维护沟通等，独立完成各类销售相关系统工作; 4、负责研学/文旅渠道维护及转化洽谈，参与公司进行研学/文旅宣传以及外化的工作。 岗位要求: 1、大专及以上学历，专业不限，有旅游行业经验、有教育行业工作经验者优先; 2、积极主动热情、热爱销售，有良好的沟通表达能力; 3、抗压力强，有较强目标感，具有良好的服务意识。 岗位薪酬：基本工资+提成+社保 广州书以载道教育咨询公司旗下園坊教育品牌致力于‘儿童身心灵健康成长教育’，倡导蒙氏教学法，融入中西方教育学、心理学理论和实践经验，在此基础上推出‘生命树’教育理论，并通过与之匹配的系列课程来诠释我们的教育。 “如保赤子，以心传心，忠于自己，和而不同”,未融资,书以载道教育咨询,20-99人,培训/辅导机构,629,全程陪同导游 境内游 普通话标准 全职兼职均可 研学导师 研学导游,五险一金 补充医疗保险 加班补助 全勤奖 年终奖 股票期权 五险一金 补充医疗保险 加班补助 全勤奖 年终奖 股票期权 五险一金 补充医疗保险 加班补助 全勤奖 年终奖 股票期权 五险一金 补充医疗保险 加班补助 全勤奖 年终奖 股票期权
（1）全职辅导老师4名 全职老师要求：1.男女不限 有耐性，有威严 2.学历：高中以上（大专以上优先考虑） 3.对小学知识过关，特别是对高年级（5-6年级）的数学和英语要能胜任 工作内容：1.辅导1-6年级学生作业，对学生不懂的地方进行耐心辅导，指导学生做好复习、预习工作。管理学生自习纪律 2.每天跟踪好学生的学习情况，适当根据每个学生的不同学习特点出相应的练习进行提升辅导 3.向负责人反映学生的学习问题和情况，学会善于和家长沟通 工作时间：2月18日起 周一到周五早上：10:15-1:30 下午：4:30-9:30,,化龙晋佳,0-20人,培训/辅导机构,630,全职 教育培训 小学教育 集体授课 作业辅导,
工作内容 1、依据产品要求和产品需求说明书，进行产品规划、设计、功能开发以及研发管理； 2、编写产品技术方案文档、概要设计文档，参与产品交付实施，确保实施方案正确和成功。 任职要求 1、本科及以上学历，计算机相关专业毕业，具有扎实的计算机基础理论知识，4年以上java开发经验和设计经验； 2、精通Java语言和J2EE核心，3年以上大型完整项目和产品的设计及开发经验； 3、熟练掌握Spring、Spring Boot、SpringCloud、Mybatis、JBPM、Oracle、 Mysql、Redis多种数据库； 4、熟练掌握低代码开发技术或微服务架构相关技术； 5、能短时间内攻克产品或项目实施过程遇到的技术难题； 6、熟悉Linux操作系统、网络协议等系统知识；了解云计算相关技术；掌握国产操作系统麒麟V10、统信UOS，国产数据库达梦、人大金仓者优先 特别说明 1、工作强度大，能接受加班和短期出差 广州市约纽互联网科技有限公司2015年07月07日，公司统一信用代码：9*****162675，位于广东省广州市天河区高唐路237号（地铁21号线天河智慧城站A出口10米处时代E-PARK 02栋308号）. 我们的使命是善建万物云智慧平台，赋能企业治理数字美，我们的价值观是为企业谋求发展、为社会创造就业、为国家争光立功。我们是一家专业从事软件产品研发、软件定制、软件实施的国家高新技术企业，股权代码892785，拥有一批长期专业从事软件研发、软件定制的专业人才，具有雄厚的技术实力，全方位满足政府与企业信息化需要。 公司三大核心部门品牌营销中心、产品研发中心、产品实施中心，现已经建立了一套比较完善的CMMI5管理体系。实事求是为客户解决实际问题和创造价值，联合行业知名专家团队践行前沿物联网、商业智能科学理论和研发优质行业解决方案。,未融资,约纽科技,20-99人,计算机软件,631,微服务架构 高级软件工程师 全栈开发 Linux SpringCloud IDEA SpringBoot Oracle,五险一金 补充医疗保险 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶 五险一金 补充医疗保险 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶 五险一金 补充医疗保险 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶 五险一金 补充医疗保险 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶
岗位职责：   1、负责ERP及生产管理SaaS系统项目的开发建设、方案设计和优化；   2、利用微服务框架重构和优化现有系统，满足业务高速发展，支撑高并发，保证所负责系统的稳定性、代码可扩展性；   3、独立、快速完成模块设计工作，完成高质量技术文档的编写。   4、完成项目日常的维护与新版本发布。    任职要求：   1、本科以上学历，五年以上java工作经验，具备独立承担开发任务的能力；   2、熟悉Sping Boot/Spring Cloud等微服务框架和架构；   3、熟悉数据库开发，精通MySQL，且在开发中注重数据库性能调优；   4、熟悉并使用redis或memcachedred技术；   5、熟悉使用前端框架vue等技术，有uniapp开发经验优先；   6、有ERP、MES、物联网等相关项目经验者优先；   7、具有较强的抗压能力，工作积极主动。   8、良好的语言表达能力、沟通能力、较强的学习能力，主动意识强，较好的团队合作意识，工作态度认真细致，考虑问题全面深入，有强烈的责任心和敬业精神。 自研项目，发展中，有成熟的产品,,掌上车间,0-20人,企业服务,632,Java 后端开发经验 全栈开发 Vue MySQL SpringMVC 全栈侧重前端 SpringBoot 前端开发经验 JEECG Mybatis 全栈项目经验,零食下午茶 零食下午茶 零食下午茶 零食下午茶
岗位职责：  1、熟悉WinForm开发，掌握WinForm的控件使用及封装，多线程、委托、事件编程。 2、有实战的项目开发经验，能够独立承担软件项目开发中的主要编程开发调试工作; 3、了解常用的设计模式，有面向对象分析和设计的能力; 岗位要求：     1 、大学本科以上学历。  2、1-2年C#  C/S方向开发工作经验; 3、具备一定的编写设计文档和功能分析能力; 4、有视觉图像处理或工业自动化经验优先 广州驭视自动化科技有限公司（MVS）成立于2009年，是一家专业提供全厂自动化解决方案的高新技术科技企业，为客户提供智能装备、机器视觉及精密运动控制系统。公司自成立以来，全心致力于工厂自动化解决方案的应用开发，以专业务实的精神为各行业客户提供完善的自动化解决方案及自动化设备。         公司非常注重科技创新人才和管理人才的培养，其中研发技术人员占80%。公司以现代企业制度为基础，建立了良好的人才队伍以抵御管理风险，公司管理层和技术骨干非常稳定。公司汇聚众多算法研究人员(其中包括1名博士，5名硕士)，同时拥有丰富项目经验的工程师，与华南理工大学、广东工业大学、江西理工大学保持深度合作，研发团队人员涵盖了高级工程师，国际知名学校毕业硕士研究生和人工智能从业多年的工程师等。参与过多项重点科技项目的研发和实施，具有强大的凝聚力。截止2021年，团队获取了较多的知识产权，其中公司取得软件著作权17项，授权专利超30余项，发明专利10项，实用专利8项。2017年通过高新技术企业，并且获得了ISO9001认证。,未融资,驭视科技,20-99人,其他行业,633,多线程 Winform,节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 法定节假日三薪 加班补助 绩效奖金 年终奖 意外险 五险一金 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 法定节假日三薪 加班补助 绩效奖金 年终奖 意外险 五险一金 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 法定节假日三薪 加班补助 绩效奖金 年终奖 意外险 五险一金 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 法定节假日三薪 加班补助 绩效奖金 年终奖 意外险 五险一金
任职要求： 1.熟练使用Python标准库和流行的第三方库，精通Python语言。 2.熟悉以下主流服务器端开源系统或者其中一部分：Redis/MongoDB/RabbitMQ/Memcache/Nginx 3.熟悉C++、JAVA、PHP、.net或想转型Python者优先。 4.熟悉RESTful web service规范、熟悉面向对象的设计思想。 5.熟悉mysql的各种存储引擎，熟悉索引工作原理，有丰富的mysql性能优化经验。 6.重视Code Review，知道良好的编程习惯的标准，对代码和设计质量有严格要求。 7.熟悉Tornado/Flask/Gevent/Django等常用开发框架，至少有其中一个的最佳实践或深入研究过其源码及机制。优秀毕业生优先 ​8.大专以上学历，211、985高校优先录用，薪资适当上调 9.计算机以及相关专业优先 10.有意者直接面试 广州老码网络科技有限公司 是一家专注于移动互联网业务的高新技术企业，由海外归国Doctor Wang带队的，20多名移动互联网应用开发领域顶尖的技术工程师组成。涉及行业有：电商行业、智能家居、智能电网、房地产行业、餐饮行业、服装行业、化妆品行业，教育培训行业、医疗行业、广告行业、游戏行业等。公司以广州为起点业务范围拓展至全国！参与经营的项目近几十家，跨越不同行业。业务内容从微信二次开发、微信分销商城、微信摇一摇、微信wifi、智能硬件互联网对接、老码企业营销APP、老码分销系统、APP定制开发制作及应用服务！短短几年时间成为广东互联网整体解决行业一支新秀！ 公司地址：广州市白云区丛云路810号贯耳永泰大厦220室,天使轮,老码网络,20-99人,互联网,634,Python C++ PHP Django Flask 其他 MySQL Redis 其他 团队管理经验,五险一金 全勤奖 年终奖 带薪年假 节日福利 零食下午茶 五险一金 全勤奖 年终奖 带薪年假 节日福利 零食下午茶 五险一金 全勤奖 年终奖 带薪年假 节日福利 零食下午茶 五险一金 全勤奖 年终奖 带薪年假 节日福利 零食下午茶
1.负责各大船公司的服务和运价，收集和整理运价，录入系统并对外报价；  2.面向客户、同行、国外客人，以开发揽货为主要工作内容；  3.为客户提供优质的物流解决方案，提升公司品牌形象。 职位要求: 1.熟练使用日常办公软件;  2.工作细心，有较强的责任感，及团队协助精神;  3.良好的协调能力和沟通能力，较强的客户开拓能力以及敏锐的市场洞察力; 上海誠泰船務有限公司廣州分公司在2000年成立於廣州，一直致力於為客戶提供專業的物流服務成為中國大陸貨代行業的領軍人物之一。憑著超过 20年的國際物流經驗，除了為客人提供最基本的海空運進出口，清關，貨物派送，倉儲等服務，還會根據不同客戶的特殊要求為客户量身打造一系列服務，并以強大的經驗跨越更廣闊的市場領域。 	我們擁有超過60家分公司和合作機構。 	我們擁有超過3000家全球性代理網絡。 	我們在全球擁有超過2000名員工。 我們的願景：全球物流服務整合者。 我們的任務：激情，專業，創新的團隊。 我們的宗旨：為客戶創造最大利益。 我們的精神：珍惜所託，串連全球。 歡迎訪問我們的網站：www.dolphin-gp.com,不需要融资,诚泰船务,20-99人,物流/仓储,635,销售岗 销售工作经验 空运 铁路进出口业务 海运进出口业务 国际货运代理,五险一金 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 零食下午茶 五险一金 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 零食下午茶 五险一金 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 零食下午茶 五险一金 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 零食下午茶
"1、计算机相关专业，本科及以上学历，3年及以上Java服务端开发经验，并且具有C#/PHP 经验为优； 2、技能要求：精通Java, 熟悉Linux, Spring, Mysql, 常见NoSQL系统以及分布式架构等； 3、熟悉底层中间件、分布式技术（如RPC框架、缓存、消息系统等）； 4、具备系统调优、性能调优等技能，对疑难技术问题具备较强的排查能力； 5、能根据自己对业务的理解，有前瞻性的规划和落地实施方案和路径； 6、高并发分布式计算或海量数据应用经验者优先，有大型网站构建经验者优先； 广州聚升信息科技有限公司 不是外包公司！ 聚升公司成立于2013年，是一家以研发为主的技术型公司，由多位地图以及物联网资深专家组建成立，核心团队致力于智慧城市产品的研究十余年，拥有雄厚的技术沉淀和丰富的用户经验积累。 国内知名的智慧市政解决方案提供商，公司将为全国多个地区的行业用户提供创新技术与产品解决方案，让我们的用户享有智慧城市所包含的各种应用解决方案，让客户真正感受到万物智慧所带来的便利。公司聚焦智慧市政应用系统的研发，励志成为中国最优秀的智慧城市解决方案提供商。 汇聚，升华，是聚升的意义，聚升是一个汇聚的平台，汇聚天才英才，汇聚众人智慧，汇聚各类资源，使公司和个人得到升华。 “跬步千里，小流江海”是公司企业文化，这是聚升人对自己的要求，也是聚升人对于产品的要求，聚升用工匠的精神，深入了解用户需求，大量投入研发，持续性优化产品，力求每款产品都是行业精品。",未融资,广州聚升科技,20-99人,计算机软件,636,Java,五险一金 定期体检 年终奖 带薪年假 员工旅游 节日福利 零食下午茶 五险一金 定期体检 年终奖 带薪年假 员工旅游 节日福利 零食下午茶 五险一金 定期体检 年终奖 带薪年假 员工旅游 节日福利 零食下午茶 五险一金 定期体检 年终奖 带薪年假 员工旅游 节日福利 零食下午茶
岗位职责： 1、负责信息流短视频、图片、快手粉条、DOU+等广告投放运营和优化，落地页、文案策略制定及执行； 2、负责快手、抖音，等平台账户信息流广告投放，实时关注广告效果； 3、负责广告投放平台的视频选材，文案编辑，视频混剪，创意方案的构思及脚本撰写，提高广告质量度； 4、分析不同用户人群的特点和偏好，不断总结投放规律，调整视频创意，找到最优质的策略，提升并优化广告投放目标和效果； 5、监控和研究竞争对手及其他热门短视频营销策略，提出调整方案，不断优化文案创意，提高视频ROI； 6、完成日常广告投放数据报表以及指定其他数据要求； 7.负责后台粉丝，评论，收藏，点赞等转化对接工作，有一定沟通能力及套联技巧。 任职要求： 1.大专及以上学历 2.熟悉信息流广告的多种投放方式和优化方法，具有信息流广告优化经验者优先。 3.优秀的创意和文案能力，能够根据广告需求进行创意策划和文案撰写。 4.对行业和互联网广告行业有较深入的了解和认识，对市场变化敏锐，具备市场营销和推广策略的创新能力。 5.具备较强的数据分析和决策能力，能够根据数据分析结果进行精准的广告投放策略调整。 6.良好的沟通能力和团队合作精神，高效的工作执行能力和结果导向思维。 薪资结构：底薪+提成（8-12K ） 华玉天下珠宝有限公司是一家集翡翠原石采购、创意设计、加工生产、实体批发加盟、网络销售一体化的公司，在广东四会设有玉器加工厂，在缅甸矿区有原石采购点，国内多地合作开办了连锁经营的玉石加盟店。 在广州于2018年设立网络营销部，每年为数以万计的翠友提供专业的服务，并得到高度的认可。 于2019年推出翡翠珍箱APP，致力于打造源头直供高端珠宝，旨在让更多的人敢买珠宝，能买到好珠宝，并希望通过建立珠宝学院，来改变消费者在高端珠宝方面知识储备不足的问题。 创始人简介 彭子华，翡翠鉴定师，CCTV栏目访谈嘉宾，广州华玉天下珠宝有限公司董事。 2008年大学毕业，凭着对翡翠的热爱，只身前往云南开启翡翠学习探索之旅。 2012年彭子华不满于现状，跟随师傅前往缅甸，深入翡翠原石矿区，了解市场行情，探寻最前沿的翡翠资讯。 2015年萌生了加工成品的念头，于广东四会成立翡翠手工定制加工厂。 2018年成立广州华玉天下珠宝有限公司，形成以生产加工、电子商务综合发展的翡翠交易服务平台。 彭子华常说：只要方向是对的，就不怕路远。翡翠这条路，他会一直走下去。 品牌标志 彭子华先生以自己的“华”字加上玉石的“玉”字，命名并创立了华玉天下珠宝品牌，将传播中华玉石文化，让更多的了解玉石和懂玉石作为使命，希望通过自己的努力和坚持，用更专业的玉石知识和经验，帮助更多的玉石爱好者买到适合自己的翡翠！ 公司愿景 我们希望通过把中华玉石文化传遍天下，让更多人懂玉石和敢买玉石，并为客户提供更多具有收藏传家意义的玉石、和持续发展为行业领军。 公司使命 把中华玉石文化传遍天下,未融资,华玉天下珠宝,100-499人,互联网,637,信息流投放 KOL/达人投放 企业品牌方 媒介/媒体资源方经验 媒介代理/广告商经验 企业品牌方经验 电商平台投放经验 线下投放经验 海外广告投放经验,节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 企业年金 底薪加提成 年终奖 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 企业年金 底薪加提成 年终奖 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 企业年金 底薪加提成 年终奖 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 全勤奖 企业年金 底薪加提成 年终奖
限广东地区兼职，远程办公，配合开发过程中的python代码编写，熟悉TouchDesigner者优先，可独立梳理架构，独立完成简单后端开发。,,广州品色科技有限公司,20-99人,智能硬件,638,后端 数据开发 Python C/C++ MySQL 计算机相关专业 英语读写能力良好,
岗位职责： 1，咨询服务，电话沟通，解决客户疑问，处理好客户需求 2，灵活应对客户投诉，做好记录，及时反馈客户意见，促进产品升级 任职要求： 1，大专及以上学历 2，精通英语（听说读写） 3，服务意识强，沟通能力学习能力强 备注： 培训期间朝九晚六，正式上班22：0—07：00 周休2天，不一定周末 岗位福利： 五险一金，带薪年假，交通补助，节假日福利，绩效奖金，夜班补贴，团建学习 薪资范围：8000-12000元/月 底薪：5000元/月 社保类型：五险一金 奖金补贴：交通补助，绩效奖金，节假日福利，夜班补贴 众人帮助，温暖出行，众帮行团队初创于2020年，是植根于智慧出行的自主创业企业，注册资金850万，目前已投入资金2000余万元，资金来源于港资于合伙人团队，主要从事网约车租赁，人力资源，传统租赁，二手车，司机服务管理等一体化业务， 目前已开通深圳，广州，佛山，惠州，东莞，中山，珠海等城市，以深圳，广州，中山为中心快速布局大湾区所有城市，每个城市设定分公司以及业务门店， 团队拥有互联网出行领域丰富的行业经验以及技术研发和创新能力，致力于成为移动互联时代，技术创新型的智能交通运营服务商和大交通数据服务商。,天使轮,众帮行,100-499人,新能源,639,不含销售的客服工作 电话客服 倒班工作制 办公室坐班 全职工作 咨询热线客服 不接受居家办公 睡不着 能熬夜 倒时差,意外险 五险一金 意外险 五险一金 意外险 五险一金 意外险 五险一金
1根据抖音账号（宠物方向）策划编导拍摄内容 2对宠物有爱心，只有真的了解猫猫狗狗才能传递出正能量的有意义的视频（能吃的了苦，动物不会说话很需要耐心，好处是每天可以撸小猫撸小狗） 3本岗位对于内容以及文案输出要求高，不需要有多高超的剪辑后期技术，但是要有一定拍摄、剪辑基础的优先，希望你是个有想法敢创新的人。 4本岗位只招聘全职，兼职勿扰，害怕小狗和小猫的也不合适本岗位哦。 本岗位充满创造力，有较大的发展空间，公司不大，是个非常好的锻炼额的机会。 本岗位因为定位调整，也招聘实习生！ 初创型公司 目前服务领域主要是宠物和培训方向,不需要融资,第九小计,0-20人,电子商务,640,自媒体运营 广告文案 策划编辑 视频文案 原创撰稿 策划选题 全职 抖音运营,五险一金 股票期权 餐补 五险一金 股票期权 餐补 五险一金 股票期权 餐补 五险一金 股票期权 餐补
岗位职责： 1、维护现有学校资源，确保合作的稳定性与长期性； 2、策划和执行校内近视防控科普及相关活动，提升学生对近视防控知识的了解，增进与学生及家长的关系； 3、开拓新的校筛资源。 任职要求： 1、形象气质好，谈吐有礼貌，有亲和力和较强的沟通能力； 2、思维创新，能够根据公司需求策划各类活动，有较强的活动策划、组织能力； 3、拥有渠道资源优先、从过医美行业优先。,不需要融资,广东英华医疗投资,100-499人,医疗服务,641,销售岗,包吃 全勤奖 底薪加提成 包吃 全勤奖 底薪加提成 包吃 全勤奖 底薪加提成 包吃 全勤奖 底薪加提成
【职责描述】 1.编写项目技术方案 2.制定开发计划并执行 3.开发需求的开发实现 【任职要求】 1.全日制本科（硬性条件） 2.4年以上的JAVA开发经验，熟悉springboot，springcloud、mysql、redis，kafka（硬性条件）；熟悉一种或者多种数据库，Redis或MangoDB 3.有一年以上开发项目管理经验 4.有财务域项目经验或公益事业项目经验或CMS系统经验优先 5.具备良好的沟通和协调能力,,镶玉信科,20-99人,互联网,642,Java Kafka MySQL 分布式经验 微服务经验,年终奖 五险一金 年终奖 五险一金 年终奖 五险一金 年终奖 五险一金
"岗位职责： 1.与产品经理协同配合，参与需求评审，制定技术方案并最终实现； 2.担任核心开发者，承担关键任务攻关，保证项目顺利推进；  任职要求： 1.全日制大专以上学历，计算机相关专业，3年以上JAVA开发经验； 2.扎实的JAVA基础，熟练使用spring、springboot、springMVC、mybatis，参与过中大型项目者优先； 3.熟练使用各种缓存技术，对数据库性能优化有比较丰富的经验； 4.熟悉电商运营模式，参与过电商中后台项目优先； 5.熟悉供应链业务系统优先； 6.责任心强，主观能动性强，强悍的学习能力，良好的沟通协调能力； 【福利待遇】 1、面试评级定薪13-18K，13薪，试用期不打折 2、入职当月购买五险一金 官网：https://www.beyondsoft.com/ 博彦科技（深交所上市公司, 股票代码002649）是亚太领先的全方位IT服务及行业解决方案提供商，具备全球范围内的交付能力。博彦科技创立于1995年，员工20000多人, 是中国IT行业的先行者和领军企业，拥有完善、成熟的管理和开发流程，确保为客户提供高质量的服务。公司全球总部设在北京中关村，在上海、深圳、广州、武汉、天津、西安、大连、成都已经设立研发中心，在美国硅谷、西雅图、洛杉矶，日本东京、新加坡、加拿大、印度、台湾、香港等国家和地区设立了全资子公司。博彦科技依托自身强大的研发与创新能力，广泛采用基于大数据，云计算和移动互联等新兴技术，为高科技、互联网、金融、汽车、能源、制造、医疗、电信、媒体、旅游等行业客户提供丰富的解决方案和产品。我们期待您的加盟，博彦会为您提供广阔的发展空间，提升自身价值的加速动力，热切欢迎有志之士！",已上市,博彦科技,10000人以上,计算机软件,643,Java Spring MySQL,五险一金 定期体检 年终奖 带薪年假 免费班车 节日福利 五险一金 定期体检 年终奖 带薪年假 免费班车 节日福利 五险一金 定期体检 年终奖 带薪年假 免费班车 节日福利 五险一金 定期体检 年终奖 带薪年假 免费班车 节日福利
