author,book_id,inputdate,price,title,upaddress,url
杨早 后浪,29563932, /2023-05-01,¥39.00, 说史记：小说一样的历史,北京联合出版有限公司,https://product.dangdang.com/29563932.html
沈石溪,29636025, /2023-09-01,¥12.00, 沈石溪激情动物小说升级版 雄鹰金闪子,少年儿童出版社,https://product.dangdang.com/29636025.html
[德]保罗？马尔,11039878364, /2021-10-01,¥12.90, 国际大奖小说——《寻梦奇遇记》,新蕾,https://product.dangdang.com/11039878364.html
沈石溪,29636022, /2023-09-01,¥12.00, 沈石溪激情动物小说升级版 老象恩仇记,少年儿童出版社,https://product.dangdang.com/29636022.html
 ,11417772617, /2022-11-01,¥32.50, 全清小说 康熙卷·9 文物出版社,文物出版社,https://product.dangdang.com/11417772617.html
唐家三少,29267903, /2021-06-01,¥416.80, 斗罗大陆2绝世唐门新版小说全套1—26册（共26本）,湖南少儿出版社,https://product.dangdang.com/29267903.html
沈石溪，【加】西顿 著 伏晓 译 汤锐 评,26487065, /2019-01-01,¥12.50, 中西动物小说大王纪念典藏书系：朋友大白兔·白靴兔小战马,浙江少年儿童出版社,https://product.dangdang.com/26487065.html
沈石溪,1353807915, /2018-02-01,¥11.70, 侏罗纪龙鸟(升级版)/动物小说大王沈石溪品藏书系,浙江少儿,https://product.dangdang.com/1353807915.html
André Gide,11453139540, /2023-06-06,¥88.00, 英文原版小说 Strait is the Gate 窄门 安德烈·纪德 企鹅现代经典 英文版 进口英语原版书籍,Penguin,https://product.dangdang.com/11453139540.html
【英】贝尔·格里尔斯，陈芳芳 译，李广宇 绘,29262681, /2021-06-01,¥13.80, 荒野求生少年生存小说拓展版25：黑熊山谷的惊心营救,接力出版社,https://product.dangdang.com/29262681.html
(美)马克.吐温,20624318, /2009-05-01,¥7.90, 马克·吐温短篇小说选集（中英对照全译本）,世界图书出版公司,https://product.dangdang.com/20624318.html
 ,11720362256,2024-05-15,¥58.00, 预售 【中商原版】轻小说 灰原同学重返过去，开启所向无敌的第二轮青春游戏 6 首刷附录版 雨宫和希 台版轻小说 东立出版,東立出版,https://product.dangdang.com/11720362256.html
(加) 欧·汤·西顿,28510680, /2020-02-01,¥14.30, 西顿动物小说：公山羊库拉古（彩绘版）,接力出版社,https://product.dangdang.com/28510680.html
胡海义 著 龚小萍 译,29219915, /2021-03-23,¥30.60, 古代小说与科举=The Keju Exam and Novels in Imperial China（中华文化外译书系·,暨南大学出版社,https://product.dangdang.com/29219915.html
[日]根本昌夫,29224061, /2019-03-01,¥16.50, 大师经典写作课：小说教室根本昌夫谈写作（吉本芭娜娜、角田光代、岛田雅彦指导编辑，根本昌夫为小说新手诚意献上的写作指南）,人民文学出版社,https://product.dangdang.com/29224061.html
 ,597655848, ,¥169.00, 国际获奖小说注音版20册国际获奖小说注音版第二辑一二三年级阅读课外书读绿山墙的安妮汤姆叔叔小屋吹牛大王历险记小鹿斑比柳林,长江出版社,https://product.dangdang.com/597655848.html
范小玫,29571354, /2023-01-01,¥30.40, 美国短篇小说选读,厦门大学出版社,https://product.dangdang.com/29571354.html
たかた,11716181186, /2024-05-30,¥62.00, 预售 【中商原版】轻小说 我和班上第二可爱的女生成为朋友 4 たかた 台版轻小说 角川出版,台灣角川,https://product.dangdang.com/11716181186.html
木苏里,11435452901, /2023-04-26,¥33.90, 正版图书某某小说全套未删减正版全三册木苏里晋江无删减青春小说校园实体书言情小说,北京燕山出版社,https://product.dangdang.com/11435452901.html
丸戶史明 / 插畫 深崎暮人,11458024376, /2015-03-11,¥32.00, 【中商原版】轻小说 不起眼女主角培育法FD 丸户史明 台版轻小说 角川出版,台灣角川,https://product.dangdang.com/11458024376.html
欧阳健，欧阳萦雪 编,29173323, /2020-09-01,¥47.50, 全清小说·顺治卷（一）,文物出版社,https://product.dangdang.com/29173323.html
鲁迅,1410054071, /2016-05-01,¥15.52, 鲁迅小说精选(精)/百年藏书,作家,https://product.dangdang.com/1410054071.html
 ,11752203703,2016-01-01,¥28.24, 《小说课》（贰） 《偷故事的人》,中信出版社,https://product.dangdang.com/11752203703.html
【比利时】莫里斯·梅特林克/著,29401648, /2022-03-01,¥7.80, 青鸟 国际大奖小说作品精选 世界名著儿童文学读物 名师教你读经典 小学语文课外阅读经典丛书,鹭江出版社,https://product.dangdang.com/29401648.html
梁晓声 著，新华先锋 出品,29119734, /2020-09-01,¥53.10, 梁晓声2020长篇小说（重生+觉醒）第十届茅盾文学奖、热映电视剧《人世间》原著作者,天津人民出版社,https://product.dangdang.com/29119734.html
[法]伏尔泰 著 傅雷 译,28980796, /2020-07-01,¥26.20, 网格本·伏尔泰小说选（外国文学名著丛书）,人民文学出版社,https://product.dangdang.com/28980796.html
(日)冈田充博|总主编:李浩//(日)松原朗|译者:张桦//独孤...,1529814515, /2019-07-01,¥60.00, 唐代小说板桥三娘子考(东西方变驴变马系列故事日本学人唐代文史研究八人集)(精)/海外,西北大学,https://product.dangdang.com/1529814515.html
 ,11059008451, ,¥30.00, 小小说选刊杂志2024年6月+5月+4月共3本打包民间传奇微型小说今古故事会, ,https://product.dangdang.com/11059008451.html
吴伟明 著,27870860, /2019-05-01,¥37.40, 中国小说与传说在日本的传播与再创,上海交通大学出版社,https://product.dangdang.com/27870860.html
微型小说月报杂志,11738008026, /2024-05-01,¥5.00, 微型小说月报杂志2024年5月 小小说杂文选刊文学文摘散文近代现代中篇短篇长篇小说非2023年过期刊,微型小说月报杂志,https://product.dangdang.com/11738008026.html
 ,11611366259, ,¥16.50, 鲁迅经典作品小说全集6册故乡原著无删减完整版朝花夕拾呐喊阿q正传鲁迅杂文集狂人日记青少年版小学初中高课外阅读书籍四五六七, ,https://product.dangdang.com/11611366259.html
曹文轩著 张怀存主编,25275033, /2018-05-01,¥21.10, 曹文轩小说集（典藏版）：守灵兄弟,广东教育出版社,https://product.dangdang.com/25275033.html
雨宮和希,11631895196, /2023-12-21,¥60.00, 【中商原版】轻小说 灰原同学重返过去，开启所向无敌的第二轮青春游戏 4 首刷附录版 雨宫和希 台版轻小说 东立出版,東立出版,https://product.dangdang.com/11631895196.html
不详,11417755570, ,¥93.25, 【预售】【翰德图书】轻小说 那个已然饱和的夏天。 カンザキイオ 尖端出版 港台原版图书籍台版正版繁体中文,尖端,https://product.dangdang.com/11417755570.html
王卫波 著,29610395, /2023-03-01,¥75.20, 宋代笔记小说文体研究,武汉大学出版社,https://product.dangdang.com/29610395.html
立人,28984509, /2018-12-01,¥12.40, 契诃夫短篇小说选 张抗抗、金波推荐 九年级下 爱阅读教导读版中小学课外阅读丛书青少版（无障碍阅读 彩插本）,天地出版社,https://product.dangdang.com/28984509.html
木緒なち,11038066796, ,¥455.00, 预售 【中商原版】轻小说 我们的重制人生1-8 木绪なち 台版轻小说 尖端出版社,尖端出版,https://product.dangdang.com/11038066796.html
罗斯韦尔福德 等,629072192, /2018-08-01,¥77.20, 【7-12岁】我爱读大奖小说系列（全套4册）大奖小说儿童文学获奖 少年冒险童话故事书籍 成长励志课外书 中信,中信出版集团,https://product.dangdang.com/629072192.html
编者:李建周|总主编:程光炜...,1368691869, /2018-04-01,¥22.95, 先锋小说研究资料(中国当代文学史后三十年)/中国当代文学史资料丛书,百花洲文艺,https://product.dangdang.com/1368691869.html
沈石溪,28515632, /2019-06-01,¥10.90, 沈石溪动物小说双语系列·最后一头战象,海豚出版社,https://product.dangdang.com/28515632.html
鲁迅著 知书达礼 出品,28990841, /2020-06-01,¥34.90, 呐喊·彷徨 : 鲁迅小说集（2020全新版本）,台海出版社,https://product.dangdang.com/28990841.html
程瞻庐|校注:袁元,1385011536, /2019-03-01,¥29.90, 瞻庐小说选/民国通俗小说典藏文库,中国文史,https://product.dangdang.com/1385011536.html
魯迅，導讀：郭豫適,11519400996, /2023-08-01,¥87.00, 【中商原版】中国小说史略 港台原版 鲁迅 香港中和出版,香港中和,https://product.dangdang.com/11519400996.html
たかた,11451632336, /2023-07-30,¥65.00, 预售 【中商原版】轻小说 我和班上第二可爱的女生成为朋友 1 たかた 台版轻小说 角川出版,台灣角川,https://product.dangdang.com/11451632336.html
 ,11657157276,2023-12-14,¥62.00, 【中商原版】轻小说 在地铁拯救美少女后默默离去的我，成了举国知名的英雄。 1 水戸前カルヤ 台版轻小说 角川出版,台灣角川,https://product.dangdang.com/11657157276.html
萧红,29357173, /2022-01-01,¥14.50, 百年中篇小说名家经典：生死场,河南文艺出版社,https://product.dangdang.com/29357173.html
楚鱼,670083782, /2019-06-01,¥27.73, 【新华先锋旗舰店正版包邮】荣辱 （官场小说王跃文亲笔作序，新科茅盾文学奖得主乔叶特别推荐） 官场反腐小说书籍,天津人民出版社,https://product.dangdang.com/670083782.html
彭懿 著,29234146, /2021-05-01,¥16.90, 彭懿成长幻想小说：三条魔龙,浙江少年儿童出版社,https://product.dangdang.com/29234146.html
【英】贝尔·格里尔斯,26909945, /2018-05-01,¥13.80, 荒野求生少年生存小说拓展版12 猎豹幽谷的双重潜伏,接力出版社,https://product.dangdang.com/26909945.html
江户川乱步（日） 著，冷欣 译，新华先锋 出品,29220129, /2021-05-01,¥29.50, 江户川乱步推理小说集精装：幽灵塔（宫崎骏动画长片处女作灵感来源，复杂钟楼×神秘美女×冒险奇谈，背负秘密的灵魂，其倒刺一直,陕西师范大学出版社,https://product.dangdang.com/29220129.html
青山剛昌,29312241, /2021-03-01,¥19.50, 名侦探柯南小说-工藤新一 京都新选组杀人事件,长春出版社,https://product.dangdang.com/29312241.html
[法]巴尔扎克，创美工厂出品,29351018, /2022-01-01,¥38.30, 巴尔扎克中短篇小说选（精装典藏版，法国文化部翻译奖得主郑永慧全译本，新增多幅珍贵图片+作者小传）,中国友谊出版公司,https://product.dangdang.com/29351018.html
雷米,410287350, /2022-04-01,¥49.80, 雷米悬疑推理小说（套装2册）：智齿+执念,重庆出版社,https://product.dangdang.com/410287350.html
佐伯さん(はねこと),11193216186, /2022-08-15,¥53.00, 预售 【中商原版】轻小说 关于我在无意间被隔壁的天使变成废柴这件事 6 佐伯さん(はねこと) 台版轻小说 东立出版,東立出版,https://product.dangdang.com/11193216186.html
何申,29357172, /2022-02-01,¥17.50, 百年中篇小说名家经典：年前年后,河南文艺出版社,https://product.dangdang.com/29357172.html
莫泊桑,28498544, /2019-09-01,¥8.00, 羊脂球：莫泊桑短篇小说集 小学生课外阅读书籍三四五六年级世界经典文学名著青少年儿童读物故事书 名师精读版,北京燕山出版社,https://product.dangdang.com/28498544.html
椋鸠十,25577474, /2018-11-01,¥12.40, 椋鸠十动物小说 爱藏本09 野兽岛,二十一世纪出版社,https://product.dangdang.com/25577474.html
崔小敬,29394996, /2022-04-30,¥36.40, 古代小说戏剧与语文教学,浙江大学出版社,https://product.dangdang.com/29394996.html
方越,29689417, /2024-01-01,¥101.10, 晚清小说“新人”形象研究,社会科学文献出版社,https://product.dangdang.com/29689417.html
沈石溪 著,29440083, /2022-04-01,¥15.00, 动物小说大王沈石溪·奇幻漫画书系:1象元帅沙场点兵,浙江少年儿童出版社,https://product.dangdang.com/29440083.html
[美]欧·亨利,24177566, /2017-01-01,¥19.90, 欧·亨利短篇小说精选（买中文版送英文版）,中国宇航出版社,https://product.dangdang.com/24177566.html
(奥)佛兰茨·卡夫卡(Franz Kafka) 著;叶廷芳 等 译,1154534942, /2015-05-01,¥17.20, 卡夫卡中短篇小说全集 (奥)佛兰茨·卡夫卡(Franz Kafka) 著;叶廷芳 等 译,人民文学出版社,https://product.dangdang.com/1154534942.html
沈石溪,11483605778, /2023-06-01,¥9.46, 中外动物小说精品（升级版第二辑） 鬼脸獒王,安徽少儿,https://product.dangdang.com/11483605778.html
沈石溪 著，童趣出版有限公司 编,25085918, /2017-06-01,¥19.50, 沈石溪动物小说经典爱藏版·五彩龙鸟,人民邮电出版社,https://product.dangdang.com/25085918.html
鲁迅,11056686227, /2018-06-01,¥20.20, 鲁迅小说集 孔乙己 中国商业出版社,中国商业出版社,https://product.dangdang.com/11056686227.html
袁博 著;,25198926, /2017-12-01,¥10.00, 袁博动物小说:霸王龙的童年,新世纪出版社,https://product.dangdang.com/25198926.html
王手,11751536503, /2018-02-01,¥39.68, 浙江小说10家 讨债记 王手自选集,作家出版社,https://product.dangdang.com/11751536503.html
 ,11657172486,2023-12-31,¥32.80, 长篇小说选刊杂志2024年1期 双月刊 收获长篇专号小说短篇原创散文近现代文学文摘,长篇小说选刊杂志,https://product.dangdang.com/11657172486.html
[法] 安德烈·纪德，译者 顾琪静，果麦文化 出品,25479247, /2018-10-01,¥22.50, 窄门（诺贝尔文学奖经典 读完《窄门》便读懂了纪德的一生 法文直译全新版 “你希望很快忘记吗？—我希望永远不忘”）,天津人民出版社,https://product.dangdang.com/25479247.html
王汶石,27873027, /2019-06-01,¥12.00, 百年中篇小说名家经典：新结识的伙伴,河南文艺出版社,https://product.dangdang.com/27873027.html
范虹,660945694, ,¥51.41, 科幻小说 末日生存指南 一部集世界末日绝症极限求生为一体的生存大戏 作者范虹 西南师范大学出版社ttx,重庆西南师范大学出版社有限公司,https://product.dangdang.com/660945694.html
衣笠彰梧,11419921230, ,¥55.55, 【现货】【翰德图书】轻小说 欢迎来到实力至上主义的教室 2年级篇 6 港台原版图书籍台版正版繁体中文 角川 衣笠彰梧,角川,https://product.dangdang.com/11419921230.html
编者:美国作家文摘杂志社|译者:谢楚聿...,1504270525, /2019-01-01,¥23.60, 短篇小说写作指南(精),湖南文艺,https://product.dangdang.com/1504270525.html
石黑曜 著,29129684, /2020-09-01,¥33.00, 时光球原创少儿科幻小说异域惊奇（全套3册）迷雾之岭+千形之塔+时间之岛 青少年科幻小说三部曲中小学生课外阅读书籍7-14,安徽少年儿童出版社,https://product.dangdang.com/29129684.html
宋晓真 张新编著,1576785234, /2014-01-01,¥37.30, 日语小说每天读一点日文日汉对照日本童话故事精华选日汉对照典藏版(赠电子版MP3音频)日语书籍日本文学日汉互译中日双语小说,中国宇航出版社,https://product.dangdang.com/1576785234.html
其他,11712250253, /2024-03-03,¥155.00, 十日终焉小说 1-9册 正文无删减版 更新至865章 杀虫队队员著,其他,https://product.dangdang.com/11712250253.html
西西,1595629793, /2019-12-10,¥76.00, 预售 【中商原版】看小说 港台原版 西西 洪范 散文,洪範,https://product.dangdang.com/1595629793.html
老舍,1411438597, /2017-09-01,¥15.34, 老舍小说/名家小说典藏,浙江文艺,https://product.dangdang.com/1411438597.html
刘以鬯,1324187886, /2017-03-01,¥71.00, 预售 【中商原版】香港短篇小说百年精华（上）（第二版） 港台原版 刘以鬯 三联书店(香港)有限公司 小说,三联书店(香港)有限公司,https://product.dangdang.com/1324187886.html
陈思和,678570509, /2021-08-01,¥28.30, 当代小说阅读五种(增订本) 陕西人民出版社,陕西人民出版社,https://product.dangdang.com/678570509.html
支倉凍砂,1758512503, /2020-12-30,¥58.00, 【中商原版】轻小说 狼与辛香料22 Spring Log V 支仓冻砂 文仓十 台版轻小说 角川,台灣國際角川書店股份有限公司,https://product.dangdang.com/1758512503.html
星野舞夜,639843904, /2021-05-13,¥65.00, 预售 【中商原版】轻小说 向夜晚奔驰 YOASOBI小说集 星野舞夜 台版轻小说 尖端出版社,尖端出版,https://product.dangdang.com/639843904.html
萨特,1620246382, /2020-05-12,¥25.90, 【正版包邮】萨特小说选 名家名译全译本 萨特文集中短篇长篇小说集萨特的书萨特文集 厌恶/恶心 墙 卧房 闺房秘事等 世界,西安交通大学出版社,https://product.dangdang.com/1620246382.html
"安里アサト, I-IV",11164279426, /2018-03-22,¥62.00, 【中商原版】轻小说 86―不存在的战区 Ep.2 Run through the battlefront 上 安里アサト,台灣角川,https://product.dangdang.com/11164279426.html
[美]埃勒里·奎因；读客文化 出品,29670192, /2023-12-30,¥39.90, 希腊棺材之谜 随机掉落当当专享限量初版“奎因小说新手教程”，一本载入史册的推理小说，你越聪明越猜不中结局！读客悬疑文库,北京日报出版社,https://product.dangdang.com/29670192.html
胡怀琛,697647182, /2014-12-01,¥9.43, 近代名家散佚学术著作丛刊 文学：中国小说的起源及其演变 胡怀琛 山西人民出版社 9787203088493,山西人民出版社,https://product.dangdang.com/697647182.html
陈思和|责编:王颖华,11119975394, /2021-08-01,¥26.77, 当代小说阅读五种(增订本)(精),陕西人民,https://product.dangdang.com/11119975394.html
丸戸史明,11458024926, /2020-12-30,¥46.00, 【中商原版】轻小说 不起眼女主角培育法 Memorial 2 丸戸史明 台版轻小说 角川出版,台灣國際角川書店股份有限公司,https://product.dangdang.com/11458024926.html
作者/支倉凍砂 插畫/文倉十,593482087, /2009-10-24,¥51.00, 轻小说 狼与辛香料 10 支仓冻砂 台版轻小说 角川出版,台灣國際角川書店股份有限公司,https://product.dangdang.com/593482087.html
海道左近,11693239246, /2024-02-28,¥58.00, 【中商原版】轻小说 Infinite Dendrogram 无尽连锁 21 弑神 海道左近 台版轻小说 东立出版,東立出版,https://product.dangdang.com/11693239246.html
海道左近,11101543882, /2022-03-25,¥65.00, 轻小说 〈Infinite Dendrogram〉-无尽连锁- 17.白猫摇篮 (首刷限定版) 海道左近 台版轻小说 东,東立出版,https://product.dangdang.com/11101543882.html
蔡峰,29506782, /2023-01-01,¥37.00, 西游记图像小说：拜师唐三藏（精装）,人民文学出版社,https://product.dangdang.com/29506782.html
天澤夏月,1595868743, /2020-01-20,¥65.00, 预售 【中商原版】轻小说 前略。初恋的女孩，死而复生了 天泽夏月 台版漫画书 台湾角川,台灣國際角川書店股份有限公司,https://product.dangdang.com/1595868743.html
(日)东野圭吾 著;李超楠 译,1485936257, /2018-02-01,¥24.20, 黎明之街 东野圭吾突破之作经典长篇小说 日本悬疑推理侦探小说 白夜行解忧杂货店嫌疑人x的献身,南海出版公司,https://product.dangdang.com/1485936257.html
（清）吴趼人 著,21077210, /2011-04-01,¥11.00, 晚清言情艳情小说之《恨海？劫余灰？情变》,百花洲文艺出版社,https://product.dangdang.com/21077210.html
椋鸠十,25577473, /2018-11-01,¥12.40, 椋鸠十动物小说 爱藏本08 野性的呼唤,二十一世纪出版社,https://product.dangdang.com/25577473.html
余一鸣,27873029, /2019-06-01,¥14.00, 百年中篇小说名家经典：不二,河南文艺出版社,https://product.dangdang.com/27873029.html
连正著,29565995, /2023-03-01,¥78.60, 茅盾小说在日本的译介与研究,中国社会科学出版社,https://product.dangdang.com/29565995.html
作者/支倉凍砂 插畫/文倉十,591653849, /2011-05-13,¥46.00, 【中商原版】轻小说 狼与辛香料 15 太阳之金币〈上〉支仓冻砂 台版轻小说 角川出版,台灣國際角川書店股份有限公司,https://product.dangdang.com/591653849.html
潘军,25345263, /2018-07-01,¥18.60, 潘军小说典藏：独白与手势.红（平）,安徽文艺出版社,https://product.dangdang.com/25345263.html
 ,1895083554, ,¥31.50, 长篇小说选刊杂志2023年第6期11/12月总第113期周璇璞《芬芳》李清源《窑变》甫跃辉《广阔之地-续》 当代收获十月, ,https://product.dangdang.com/1895083554.html
老舍,1160772015, /2012-08-01,¥11.88, 月牙儿我这一辈子(老舍小说精选)(精)/中国现代文学经典,二十一世纪,https://product.dangdang.com/1160772015.html
王颖冲,26515569, /2019-01-16,¥39.40, 中文小说英译研究(外语学科核心话题前沿研究文库.翻译学核心话题丛书),外语教学与研究出版社,https://product.dangdang.com/26515569.html
徐玲著,25257257, /2018-04-01,¥13.00, 徐玲校园小说：幸福的女主角,浙江少年儿童出版社,https://product.dangdang.com/25257257.html
 ,29647223,2023-10-06,¥59.00, 沙丘：官方电影版图像小说 著：【美】莉拉·斯特奇斯 绘：【美】德鲁·约翰逊 科幻世界出品,天地出版社,https://product.dangdang.com/29647223.html
（韩）李孝石 等著,23452547, /2013-11-01,¥11.90, 韩国短篇小说精选（朝文）,黑龙江朝鲜民族出版社,https://product.dangdang.com/23452547.html
Jean Craighead George,1029727489, /2018-06-28,¥45.00, 英文原版小说 Julie of the Wolves 狼群中的朱莉 纽伯瑞金奖儿童文学小说 狼女茱莉 中小学生课外阅读英,HarperCollins,https://product.dangdang.com/1029727489.html
"(日)尾田荣一郎,(日)江坂纯",11573643107, /2023-07-01,¥17.50, 航海王小说 红发歌姬 浙江人民美术出版社,浙江人民美术出版社,https://product.dangdang.com/11573643107.html
黄善美,28970051, /2020-05-01,¥61.60, 黄善美动物小说系列（共4册）,接力出版社,https://product.dangdang.com/28970051.html
熊明|责编:闵捷,1850263890, /2020-11-01,¥54.00, 唐人小说与民俗意象研究(增订本)(精)/蠡海文丛,上海古籍,https://product.dangdang.com/1850263890.html
J.K. Rowling,607228639, ,¥45.50, 英文原版小说 神奇动物在哪里 Fantastic Beasts and Where to Find Them 哈利波特外,Bloomsbury Children,https://product.dangdang.com/607228639.html
谈歌,29308084, /2021-10-01,¥17.50, 百年中篇小说名家经典：大厂,河南文艺出版社,https://product.dangdang.com/29308084.html
【英】贝尔·格里尔斯，陈芳芳 译，李广宇 绘,29262679, /2021-06-01,¥13.80, 荒野求生少年生存小说拓展版23：巨猩丛林的夺命追击,接力出版社,https://product.dangdang.com/29262679.html
小说选刊，王蒙，王安忆等,29571739, /2023-05-01,¥44.00, 中国好小说·中篇卷:2022 中国年度优秀中篇小说选,中国书籍出版社,https://product.dangdang.com/29571739.html
(加) 欧·汤·西顿,27897229, /2019-07-01,¥14.30, 西顿动物小说：少年与山猫（彩绘版）,接力出版社,https://product.dangdang.com/27897229.html
[英] E.M.福斯特，作家榜经典名著 出品,29492183, /2022-12-01,¥29.90, 作家榜：如何阅读一本小说（全彩珍藏版！8堂剑桥大学演讲课教你阅读的方法！译自原版！),上海书店出版社,https://product.dangdang.com/29492183.html
[美]凯瑟琳·凯特·科布伦茨,29623739, /2022-04-01,¥15.00, 小书虫国际大奖小说·第一辑《城堡镇的蓝猫》,浙江教育出版社,https://product.dangdang.com/29623739.html
魯迅,11273500416, /2022-07-13,¥85.00, 【中商原版】中国小说史略 港台原版 鲁迅 新视野NewVision,新視野NewVision,https://product.dangdang.com/11273500416.html
 ,12100007444, ,¥10.00, 国际大奖小说：秘密花园, ,https://product.dangdang.com/12100007444.html
"姜淑芹,文玲霞,李知为,黄慧",29673853, /2024-01-01,¥59.50, 英语经典短篇小说精讲,北京语言大学出版社,https://product.dangdang.com/29673853.html
鲍里斯.维昂,1611367306, /2014-01-01,¥17.48, 维昂小说精选(下) 鲍里斯.维昂 9787550707894,海天出版社,https://product.dangdang.com/1611367306.html
[英]肯·福莱特 (Ken Follett)；秦沛；读客文化 出品,1308703312, /2018-09-01,¥22.76, 通宵小说大师肯 福莱特悬疑经典：白色病毒,江苏凤凰文艺出版社,https://product.dangdang.com/1308703312.html
方越,11702467668, /2024-01-01,¥64.00, 晚清小说“新人”形象研究 方越 社会科学文献出版社 202402,社会科学文献出版社,https://product.dangdang.com/11702467668.html
【加】E.T.西顿 著 【加】E.T.西顿 于春华 绘,27884580, /2016-07-01,¥12.10, 西顿动物小说全集·红脖子松鸡,接力出版社,https://product.dangdang.com/27884580.html
 ,11123942941, ,¥31.50, 长篇小说选刊杂志2024年第3期5/6月总第116期【刘庆邦《灯花调》杜阳林《立秋》张鬂毅《五谷地》】当代收获十月人民文, ,https://product.dangdang.com/11123942941.html
鲁讯 著,23688043, /2015-04-01,¥34.00, 民国首版学术经典丛书. 第2辑:中国小说史略,上海科学技术文献出版社,https://product.dangdang.com/23688043.html
"Christie, Agatha",11387291280, /2003-03-01,¥28.80, 无人生还 英文原版小说And Then There Were None阿加莎克里斯蒂,HarperCollins Publishers,https://product.dangdang.com/11387291280.html
裕夢,11325012306, /2022-12-30,¥155.00, 【中商原版】轻小说 弹珠汽水瓶里的千岁同学 7 豪华首刷限定版 裕梦 台版轻小说 东立出版,東立出版,https://product.dangdang.com/11325012306.html
三河ごーすと,11650493976, /2024-01-08,¥60.00, 【中商原版】轻小说 怪物中毒 1 三河ごーすと 台版轻小说 东立出版,東立出版,https://product.dangdang.com/11650493976.html
北國ばらっど,11401700626, /2023-04-20,¥55.00, 【中商原版】轻小说 岸边露伴完全不屈服 短篇小说集 北国ばらっど 台版漫画书 东立出版,東立出版,https://product.dangdang.com/11401700626.html
[美]海明威 著 陈良廷 蔡慧 等 译,1530090482, /2018-04-01,¥67.60, 海明威短篇小说全集(上下)/海明威文集 上海译文出版社,上海译文出版社,https://product.dangdang.com/1530090482.html
たかた,11560247606, /2023-11-30,¥62.00, 预售 【中商原版】轻小说 我和班上第二可爱的女生成为朋友 2 たかた 台版轻小说 角川出版,台灣角川,https://product.dangdang.com/11560247606.html
孙超 著,29593306, /2023-06-01,¥54.00, 民初上海小说界研究（1912—1923）（中华典籍与国家文明研究丛书）,上海古籍出版社,https://product.dangdang.com/29593306.html
(哥伦)加夫列尔·加西亚·马尔克斯,11637414587, /2024-02-01,¥34.50, 霍乱时期的爱情图像小说 加西亚马尔克斯原著小说改编 乌戈贝尔托蒂编绘 纸上的浪漫电影梦中的异乡故事 世界名著外国经典文学,南海出版公司,https://product.dangdang.com/11637414587.html
秦川、王子成,29125466, /2020-05-01,¥22.50, 明清小说之人物群像与社会风习,百花洲文艺出版社,https://product.dangdang.com/29125466.html
[法] 莫泊桑 译者：柳鸣九,29344845, /2021-12-01,¥29.50, 羊脂球：莫泊桑短篇小说选（莫泊桑代表作，柳鸣九译本，收录《项链》《我的叔叔于勒》等29篇名作）,上海人民出版社,https://product.dangdang.com/29344845.html
【美】詹姆斯·N. 弗雷（James N. Frey） 著,29551850, /2023-03-01,¥117.60, 弗雷的小说写作坊：悬疑小说+劲爆小说+让劲爆小说飞起来（套装3本）,中国人民大学出版社,https://product.dangdang.com/29551850.html
"著/[美]凯瑟琳·凯特·科布伦茨 ,绘/[美]珍妮丝·霍兰德,译/王淑允 等",29482115, /2022-10-01,¥138.00, 小书虫国际大奖小说第1、2辑（10册）美绘注音版 桥梁书 课外阅读幼小衔接读物,浙江教育出版社,https://product.dangdang.com/29482115.html
伍美珍,24010784, /2016-08-01,¥8.40, 阳光姐姐小说总动员3 最后的夏令营,河北少年儿童出版社,https://product.dangdang.com/24010784.html
毛姆,11233317078, /2019-01-01,¥77.70, 毛姆短篇小说全集4册 刀锋+月亮与六便士+面纱+人性的枷锁 毛姆原版书籍精装人生的枷锁月亮和六便士 外国经典文学小说畅销,江苏凤凰文艺出版社,https://product.dangdang.com/11233317078.html
 ,1156188869, /2010-04-03,¥58.80, 英文原版侦探小说A to Z Mysteries Collection #1 A-D神秘案件1- 4个故事合辑初级章节书,Random House,https://product.dangdang.com/1156188869.html
沈石溪 著,29440087, /2022-04-01,¥15.00, 动物小说大王沈石溪·奇幻漫画书系:5云中捕手鹰王,浙江少年儿童出版社,https://product.dangdang.com/29440087.html
万玛才旦 著,29002749, /2020-05-01,¥22.50, 气球（文学共同体书系）藏民族小说与电影双子座的高峰万玛才旦，短篇小说代表作，收录获奖电影《气球》《塔洛》等原著,译林出版社,https://product.dangdang.com/29002749.html
斜線堂有紀,11274941782, /2022-06-01,¥89.25, 轻小说 侦探不在之处即乐园 斜线堂有纪 书籍 尖端,未知,https://product.dangdang.com/11274941782.html
"安里アサト, I-IV",11680414896, /2022-12-08,¥60.75, 【预售】【翰德图书】轻小说 86不存在的战区11 角川 安里アサト 港台原版繁体中文轻小说,台灣角川股份有限公司,https://product.dangdang.com/11680414896.html
杨鹏,1433760535, /2018-12-01,¥6.00, 杨鹏大奖小说 时光错位的旅馆,湖南少年儿童出版社,https://product.dangdang.com/1433760535.html
叶兆言,29455884, /2022-08-01,¥129.50, 叶兆言短篇小说编年珍藏版（共5册）（十年磨一剑。作家余华苏童称赞其故事叙述才华）,人民文学出版社,https://product.dangdang.com/29455884.html
王颖冲,29409500, /2022-05-01,¥39.40, 中文小说英译研究(外语学科核心话题前沿研究文库.翻译学核心话题系列丛书)22版,外语教学与研究出版社,https://product.dangdang.com/29409500.html
