author,book_id,inputdate,price,title,upaddress,url
[美]欧·亨利 著 王晋华 译,25231950, /2018-02-23,¥14.30, 欧·亨利短篇小说选（收录“世界三大短篇小说巨匠之一”欧·亨利的38个短篇小说）,时代文艺出版社,https://product.dangdang.com/25231950.html
汪曾祺,25229342, /2018-02-05,¥9.50, 汪曾祺小说集：鸡鸭名家,时代文艺出版社,https://product.dangdang.com/25229342.html
 ,12100012060, ,¥23.00, 科幻小说：环太平洋套装（全三册），《变形金刚》《钢铁侠》作者、《星球大战》《星际穿越》作者强强联手，打造新时代的科幻经典, ,https://product.dangdang.com/12100012060.html
玛格丽特?梅喜,28975207, /2020-06-01,¥14.00, 国际大奖小说——魔法师的接班人,新蕾出版社,https://product.dangdang.com/28975207.html
艾玛·考克斯 禹田文化 出品,26439566, /2019-01-01,¥20.50, 长青藤国际大奖小说书系：一只猫的使命,云南出版集团公司 晨光出版社,https://product.dangdang.com/26439566.html
[英]派崔克·奈斯,29300393, /2021-07-01,¥9.90, 国际大奖小说·成长版——当怪物来敲门,新蕾出版社,https://product.dangdang.com/29300393.html
沈石溪,28520781, /2019-12-01,¥12.50, 动物小说大王·沈石溪系列典藏-警犬拉拉,吉林美术出版社,https://product.dangdang.com/28520781.html
鲁迅，创美工厂 出品,29277917, /2021-08-01,¥15.80, 狂人日记：鲁迅小说全集（1938年复社底本，中国白话小说开山之作。收录鲁迅全部小说，多篇入选语文课本）团购电话：4001,中国友谊出版公司,https://product.dangdang.com/29277917.html
(日)高野和明 著；读客文化 出品,28542693, /2020-04-29,¥21.00, 消失的13级台阶（罗翔推荐！荣获日本推理小说至高荣誉江户川乱步奖！是否值得为一场痛快的复仇，陪葬掉自己的人生？）,上海文艺出版社,https://product.dangdang.com/28542693.html
[法]索菲?迪奥埃德,29292273, /2021-05-01,¥13.00, 国际大奖小说——宠物猫的反击战,新蕾出版社,https://product.dangdang.com/29292273.html
[法] 莫泊桑 著，柳鸣九 译 万亭文化 出品,27875560, /2019-05-01,¥12.00, 羊脂球（莫泊桑短篇小说选，经典新读，中央编译出版社）,中央编译出版社,https://product.dangdang.com/27875560.html
 ,12100012479, ,¥16.00, 果麦经典小说, ,https://product.dangdang.com/12100012479.html
[法]让-克劳德?穆莱瓦,29364285, /2022-01-01,¥14.00, 国际大奖小说--罗伯特的三次报复行动,新蕾出版社,https://product.dangdang.com/29364285.html
鲁迅，果麦文化 出品,23858313, /2016-01-01,¥17.60, 鲁迅短篇小说集:呐喊(陈丹青推荐本),天津人民出版社,https://product.dangdang.com/23858313.html
沈石溪 著,25090609, /2017-06-01,¥14.00, 动物小说大王沈石溪·品藏书系：母豺火烧云,浙江少年儿童出版社,https://product.dangdang.com/25090609.html
《小说月报》编辑部,29502846, /2023-01-01,¥39.00, 小说月报2022年精品集,百花文艺出版社,https://product.dangdang.com/29502846.html
汪曾祺,25229343, /2018-02-05,¥10.30, 汪曾祺小说集：大淖记事（还收录《受戒》等经典小说）,时代文艺出版社,https://product.dangdang.com/25229343.html
[法] 安娜·戈华达,29218354, /2021-03-01,¥12.50, 国际大奖小说——35公斤的希望,新蕾出版社,https://product.dangdang.com/29218354.html
鲁迅，高高国际 出品,23684890, /2015-05-31,¥12.50, 中国小说史略 鲁迅重要代表作 中国小说史开山之作 文学青年重点装备 民国国学大师胡适盛赞 精装珍藏本,民主与建设出版社,https://product.dangdang.com/23684890.html
"（俄）陀思妥耶夫斯基（著),朱宪生、曾思艺译 万亭文化 出品",23806802, /2015-06-01,¥11.20, 罪与罚 犯罪心理分析小说的大师级经典之作 世界名著典藏,中央编译出版社,https://product.dangdang.com/23806802.html
鲁迅,29263878, /2021-06-21,¥21.00, 狂人日记：鲁迅小说全集无删减版！（了解觉醒年代，就读《狂人日记》）,浙江教育出版社,https://product.dangdang.com/29263878.html
裟椤双树，橘花散里，两色风景，悠世，原晓，闲晴，萧十一狼，李惟七等,29681940, /2024-02-01,¥7.50, 小说绘295（2402）, ,https://product.dangdang.com/29681940.html
[美]约翰·雷诺兹·卡迪纳,29420513, /2022-06-01,¥11.00, 国际大奖小说·注音版--石狐,新蕾出版社,https://product.dangdang.com/29420513.html
[俄]契诃夫 著；读客文化 出品,28507827, /2020-01-01,¥16.40, 变色龙：契诃夫短篇小说精选（提高写作能力，就读契诃夫。一句话就是一个故事。）（读客经典文库）,江苏凤凰文艺出版社,https://product.dangdang.com/28507827.html
"鲁迅 著,酷威文化 出品",28985064, /2020-07-01,¥39.80, 鲁迅小说经典：呐喊·彷徨,万卷出版公司,https://product.dangdang.com/28985064.html
沈石溪、 沈悦、马旻轩、李花三吉,29346404, /2021-12-01,¥78.00, 动物小说大王沈石溪 流浪狗奥利奥（套装共6册）,浙江少年儿童出版社,https://product.dangdang.com/29346404.html
沈石溪,27872079, /2019-04-01,¥27.00, 动物小说大王沈石溪：狼王梦 (注音版 套装共3册）【新】,浙江少年儿童出版社,https://product.dangdang.com/27872079.html
（美）欧.亨利 著,23730156, /2015-06-01,¥12.52, 欧亨利短篇小说精选（英文版原著，“美国现代短篇小说之父”作品精选集）,北京联合出版公司,https://product.dangdang.com/23730156.html
沈石溪,25808759, /2018-11-01,¥464.00, 动物小说大王沈石溪品藏书系 经典礼盒装（升级版 套装共36册）,浙江少年儿童出版社,https://product.dangdang.com/25808759.html
 ,28522520, ,¥36.30, 当代小说, ,https://product.dangdang.com/28522520.html
鲁迅 著 创美工厂 出品,27907981, /2019-07-01,¥36.00, 鲁迅小说经典：彷徨+呐喊（原汁原味鲁迅作品，经典无删节版，套装共2册）,中国友谊出版公司,https://product.dangdang.com/27907981.html
 ,29254559, ,¥10.00, 麦克米伦世纪大奖小说典藏本, ,https://product.dangdang.com/29254559.html
[意]罗伯托·普密尼,27942495, /2019-10-01,¥12.50, 国际大奖小说——马提与祖父,新蕾出版社,https://product.dangdang.com/27942495.html
[美] 凯蒂·维兰德,25218904, /2018-03-01,¥19.90, 小说的骨架：好提纲成就好故事,江西人民出版社,https://product.dangdang.com/25218904.html
鲁迅，果麦文化 出品,28491591, /2019-11-01,¥34.00, 鲁迅小说全集（呐喊+彷徨+故事新编+鲁迅小说处女作《怀旧》，一本书读完鲁迅全部小说，名家插图精装典藏）【果麦经典】,山东画报出版社,https://product.dangdang.com/28491591.html
萧红,25213730, /2018-01-01,¥24.90, 萧红小说集：生死场,中国妇女出版社,https://product.dangdang.com/25213730.html
【美】杰里·斯皮内利著 麦倩宜 译,29589197, /2023-05-01,¥17.10, 新版·长青藤国际大奖小说书系·第6辑：想赢的男孩,云南出版集团公司 晨光出版社,https://product.dangdang.com/29589197.html
 ,12100013171, ,¥12.50, 经典小说, ,https://product.dangdang.com/12100013171.html
沈石溪,25321554, /2018-07-01,¥13.00, 动物小说大王沈石溪·品藏书系：残狼灰满（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25321554.html
沈石溪,25575536, /2018-09-01,¥14.00, 动物小说大王沈石溪·品藏书系：五只小狼（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25575536.html
[日]安房直子 著 彭懿 译,28546945, /2020-04-01,¥59.30, 安房直子幻想小说代表作（六本套）,少年儿童出版社,https://product.dangdang.com/28546945.html
[日] 芥川龙之介,27885006, /2017-08-01,¥9.90, 罗生门 芥川龙之介 短篇作品小说集 日本文学小说图书,北京燕山出版社,https://product.dangdang.com/27885006.html
[美] E.L.柯尼斯伯格,29253076, /2020-07-01,¥13.00, 国际大奖小说——小巫婆求仙记,新蕾出版社,https://product.dangdang.com/29253076.html
曹文轩 著，童趣出版有限公司 编,28968055, /2020-06-01,¥70.00, 曹文轩小说集（5册套装）,人民邮电出版社,https://product.dangdang.com/28968055.html
张抗抗,25185377, /2017-11-01,¥24.00, 中国当代作家长篇小说典藏：隐形伴侣（精装典藏版）,河南文艺出版社,https://product.dangdang.com/25185377.html
（美）欧·亨利 著，王晋华 译,29694622, /2024-01-31,¥31.40, 欧亨利短篇小说集 七年级课外阅读 30篇代表作完整收录 附欧亨利签名照、生平大事记 名家译本 余秋雨、梅子涵推荐,江苏广陵书社,https://product.dangdang.com/29694622.html
薇莲娜·霍赫莱特纳 等,29677369, /2024-03-01,¥67.50, 小小灯塔国际大奖小说·世界上最胆小的捣蛋鬼（全6册）,中信出版社,https://product.dangdang.com/29677369.html
沈从文 著，酷威文化 出品,29494504, /2023-01-01,¥22.50, 往事：沈从文小说选【当当定制湘西蜡染邮票贴纸+山川往事邮票贴纸】沈从文诞辰120周年典藏纪念版,四川文艺出版社,https://product.dangdang.com/29494504.html
鲁迅， 创美工厂 出品,29392485, /2022-04-01,¥51.90, 狂人日记：鲁迅小说全集（1938年复社底本，精装典藏版。收录鲁迅全部小说，多篇入选语文课本）,中国友谊出版公司,https://product.dangdang.com/29392485.html
沈石溪 著,27942434, /2019-10-01,¥19.50, 动物小说大王沈石溪经典作品·荣誉珍藏版：狼王梦【精装】,浙江少年儿童出版社,https://product.dangdang.com/27942434.html
(美)赖清河,29649918, /2023-08-01,¥20.00, 新版·长青藤国际大奖小说书系·第6辑：十二岁的旅程,云南出版集团公司 晨光出版社,https://product.dangdang.com/29649918.html
沈石溪,27901836, /2019-07-01,¥11.00, 动物小说大王沈石溪·军旅系列：军鸽白雪公主,浙江少年儿童出版社,https://product.dangdang.com/27901836.html
(日)石田衣良,1488311392, /2016-04-01,¥12.24, 孤独小说家,北京联合出版公司,https://product.dangdang.com/1488311392.html
苏童,29616636, /2018-11-01,¥78.40, 苏童短篇小说集：夜间故事（珍藏版）（套装共2册）,人民文学出版社,https://product.dangdang.com/29616636.html
[英]大卫·阿尔蒙德,25313792, /2018-05-01,¥12.00, 国际大奖小说·注音版——男孩向前冲,新蕾出版社,https://product.dangdang.com/25313792.html
（日）东野圭吾 著，王丽丽 译,23730174, /2015-07-01,¥24.00, 东野圭吾：歪笑小说（东野圭吾非典型杰作 ）,南海出版公司,https://product.dangdang.com/23730174.html
（法）莫泊桑著、 庄非译 知书达礼 出品,25280956, /2018-03-01,¥34.90, 莫泊桑短篇小说集,黑龙江科学技术出版社,https://product.dangdang.com/25280956.html
沈石溪,25321565, /2018-07-01,¥12.50, 动物小说大王沈石溪·品藏书系：保姆蟒（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25321565.html
朱秀海,25063958, /2017-06-01,¥70.00, 乔家大院 长篇小说系列,中国青年出版社,https://product.dangdang.com/25063958.html
 ,12100013172, ,¥12.50, 经典小说, ,https://product.dangdang.com/12100013172.html
鲁迅,29339830, /2021-11-01,¥49.90, 鲁迅小说散文全集：一字未删鲁迅亲定的文本和封面，野草+朝花夕拾+呐喊+彷徨+故事新编（全5册）,崇文书局（原湖北辞书出版社）,https://product.dangdang.com/29339830.html
鲁迅 著 创美工厂 出品,29388070, /2022-04-01,¥39.60, 阿Q正传：鲁迅小说全集（1938年复社底本，收录《狂人日记》等鲁迅全部小说，多篇入选语文课本）,中国友谊出版公司,https://product.dangdang.com/29388070.html
 ,29644573, ,¥17.43, 经典小说, ,https://product.dangdang.com/29644573.html
汪曾祺 著;读客文化 出品,28978255, /2020-06-29,¥22.50, 受戒：汪曾祺小说精选（躲进汪曾祺的文学桃花源，真的好治愈啊！收录代表作33篇，一本读透汪曾祺小说精髓！）（读客经典文库）,文汇出版社,https://product.dangdang.com/28978255.html
[美]加里·布莱克伍德,25546320, /2018-10-01,¥15.00, 国际大奖小说——偷莎士比亚的贼,新蕾出版社,https://product.dangdang.com/25546320.html
栾贵明,25214145, /2018-01-08,¥19.50, 小说逸语——钱钟书《围城》九段,新世界出版社,https://product.dangdang.com/25214145.html
沈石溪,25579852, /2018-11-01,¥159.00, 动物小说大王沈石溪品藏书系 升级版（青红特辑 套装共12册）,浙江少年儿童出版社,https://product.dangdang.com/25579852.html
沈石溪 （加）查尔斯·罗伯茨 著，国开童媒 编,24147825, /2016-12-01,¥4.30, 沈石溪中外动物小说世界：残狼灰满,国家开放大学出版社,https://product.dangdang.com/24147825.html
[奥] 海因茨·雅尼施,29596941, /2023-07-01,¥11.00, 国际大奖小说--星期天的巨人,新蕾出版社,https://product.dangdang.com/29596941.html
[西] 霍尔迪·塞拉·依·法布拉,29420508, /2022-06-01,¥12.00, 国际大奖小说·注音版--魔镜,新蕾出版社,https://product.dangdang.com/29420508.html
黄三,11118978827, /2020-10-01,¥21.40, 【赠人物三折页+摄影册+贴纸*2+书签】酸梅小说 黄三人气作品附番外 都市青春校园言情情感文学小说畅销书籍,江苏凤凰文艺出版社,https://product.dangdang.com/11118978827.html
曹文轩,23981239, /2016-06-01,¥15.80, 曹文轩纯美小说：蜻蜓眼,江苏凤凰少年儿童出版社,https://product.dangdang.com/23981239.html
白虹,591274819, /2020-11-01,¥8.90, 悬疑小说 你看完不敢睡觉 看了还想看的悬疑小说 Ⅰ侦探悬疑推理犯罪小说 世界经典悬疑故事侦探小说 惊悚恐怖书 悬疑小说故,中国华侨出版社,https://product.dangdang.com/591274819.html
 ,1621633532, /2019-05-03,¥225.80, 虫科幻小说系列 青少年读物刘慈欣作品【全13册】中国未来+深空+超脑+超维 刘慈欣作品集 三体全集 银河雨果奖郝景芳王晋,北京理工大学出版社,https://product.dangdang.com/1621633532.html
 ,29492921, ,¥6.00, 小说绘系列, ,https://product.dangdang.com/29492921.html
沈石溪,27927916, /2019-09-01,¥52.50, 动物小说大王沈石溪·军旅系列（套装 共4册）,浙江少年儿童出版社,https://product.dangdang.com/27927916.html
[法]居伊·德·莫泊桑，酷威文化 出品,29423021, /2022-08-01,¥27.90, 莫泊桑短篇小说选（世界短篇小说巨匠代表作完整收录）,台海出版社,https://product.dangdang.com/29423021.html
[美]威尔逊·罗尔斯,27925696, /2019-07-01,¥17.50, 国际大奖小说·成长版——夏日历险,新蕾出版社,https://product.dangdang.com/27925696.html
沈石溪,28992827, /2020-08-01,¥52.50, 动物小说大王沈石溪品藏精选 豺狼虎豹（套装 共4册）,浙江少年儿童出版社,https://product.dangdang.com/28992827.html
[法]亨利·戈达尔/著 顾秋艳、陈岩岩、张正怡/译,29639981, /2023-11-01,¥37.40, 小说使用说明,北京联合出版有限公司,https://product.dangdang.com/29639981.html
（英）伊丽莎白·古吉,29385372, /2022-01-01,¥16.00, 国际大奖小说·成长版--古堡里的月亮公主,新蕾出版社,https://product.dangdang.com/29385372.html
 ,29727028,2024-04-22,¥22.80, 徐玲亲情小说·注音版：亲爱的王子哥哥,浙江少年儿童出版社,https://product.dangdang.com/29727028.html
[英]安妮·范恩,29193253, /2021-01-01,¥12.00, 国际大奖小说·注音版——比尔的新裙子,新蕾出版社,https://product.dangdang.com/29193253.html
[美]帕特里夏·麦克拉克伦,29371043, /2022-01-01,¥11.00, 国际大奖小说·注音版--会写作的神奇狗狗,新蕾出版社,https://product.dangdang.com/29371043.html
【美】班麦可森/著 李畹琪/译,23910567, /2016-01-01,¥12.50, 国际大奖小说成长版——遇见灵熊,新蕾出版社,https://product.dangdang.com/23910567.html
沈石溪,28520782, /2019-12-01,¥12.50, 动物小说大王·沈石溪系列典藏-我们一起走，迪克,吉林美术出版社,https://product.dangdang.com/28520782.html
姜戎 杨志 黑鹤 著,25314754, /2018-09-01,¥50.00, 动物小说黑金典藏 生命三部曲（套装共3册 狼图腾+最后的獒王+最后的藏羚群）,浙江少年儿童出版社,https://product.dangdang.com/25314754.html
残雪 著，高高国际 出品,29632199, /2022-09-01,¥69.30, 残雪中短篇小说自选集 夜里会发光的书 “中国的卡夫卡” 连续5年诺奖提名作家残雪代表作 鱼人 阿琳娜 苍老的浮云 走廊上,安徽文艺出版社,https://product.dangdang.com/29632199.html
希拉瑞 麦凯著，小博集 出品,28534627, /2020-05-07,¥19.90, 国际大奖小说--云雀与少年,湖南文艺出版社,https://product.dangdang.com/28534627.html
沈石溪 著,25314755, /2018-08-01,¥150.00, 动物小说大王沈石溪品藏书系 升级版（黄绿特辑 套装共12册）,浙江少年儿童出版社,https://product.dangdang.com/25314755.html
刘慈欣，郝景芳 等,29370906, /2022-02-18,¥66.80, 科幻小说三部曲：流浪地球+水星播种+人类基地（套装全3册）,沈阳出版社,https://product.dangdang.com/29370906.html
（美）欧·亨利著 、 陈家俊译 知书达礼 出品,25280959, /2018-03-01,¥34.90, 欧·亨利短篇小说集,黑龙江科学技术出版社,https://product.dangdang.com/25280959.html
 ,29261028, ,¥34.80, 日本小说系列, ,https://product.dangdang.com/29261028.html
珍妮特·伯罗薇 伊丽莎白·斯塔基-弗伦奇,29254942, /2021-06-01,¥29.50, 小说写作：叙事技巧指南（第十版）（创意写作书系）,中国人民大学出版社,https://product.dangdang.com/29254942.html
沈石溪,25581911, /2018-10-01,¥12.50, 动物小说大王沈石溪品藏书系：金蟒蛇（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25581911.html
[奥]卡夫卡 著 知书达礼 出品,29138982, /2020-10-01,¥34.90, 变形记：卡夫卡小说精选（“现代派文学鼻祖”卡夫卡代表作，深刻影响村上春树、余华、加缪、萨特一生的创作),民主与建设出版社,https://product.dangdang.com/29138982.html
裟椤双树，橘花散里，两色风景，悠世，原晓，闲晴，萧十一狼，李惟七等,29713170, /2024-04-01,¥8.30, 小说绘298（2405）,知音动漫,https://product.dangdang.com/29713170.html
沈石溪,25573533, /2018-11-01,¥14.00, 动物小说大王沈石溪·品藏书系：黑天鹅紫水晶(升级版),浙江少年儿童出版社,https://product.dangdang.com/25573533.html
安东·巴甫洛维奇·契诃夫，译者 谢周，果麦出品,27878307, /2019-06-01,¥21.90, 契诃夫短篇小说精选（22篇代表作完整收录！附译者长文深度解读！）,浙江文艺出版社,https://product.dangdang.com/27878307.html
孙绍振,25581822, /2018-09-01,¥24.50, 经典小说解读(魅力经典系列),上海教育出版社,https://product.dangdang.com/25581822.html
[俄]契诃夫，酷威文化 出品,29442964, /2022-08-01,¥27.90, 契诃夫短篇小说选（世界短篇小说巨匠契诃夫经典著作）,四川文艺出版社,https://product.dangdang.com/29442964.html
[法]瓦莱里·泽娜蒂,25270318, /2018-04-01,¥10.00, 国际大奖小说·注音版——天才小狼的烦恼,新蕾出版社,https://product.dangdang.com/25270318.html
沈石溪,27901833, /2019-07-01,¥18.80, 动物小说大王沈石溪·军旅系列：古剑·军犬·野鸽,浙江少年儿童出版社,https://product.dangdang.com/27901833.html
[日]贵志祐介；读客文化 出品,29702594, /2024-03-20,¥29.90, 恐怖呢喃 写实恐怖小说丰碑！只有你能听见那恐怖声音，你只能独自战胜那彻骨的恐惧！恐怖大师贵志祐介，读者评分8.7！读客悬,文汇出版社,https://product.dangdang.com/29702594.html
 ,23953628, ,¥13.80, 青铜葵花正版曹文轩纯美小说7-8-9-10-12岁草房子系列儿童文学校园青少年版四五六年级下册小学生课外阅读书籍全套原版, ,https://product.dangdang.com/23953628.html
鲁迅,11327939339, /2019-03-01,¥9.90, 狂人日记鲁迅小说全集原著 非人民文学出版社七八九年书目初中生课外书当当自营同款高中学生课外书籍 鲁迅的书散文集无删减完整,民主与建设出版社,https://product.dangdang.com/11327939339.html
格日勒其木格.黑鹤 著,29226044, /2021-01-01,¥14.90, 黑鹤动物小说系列——驯鹿六季,明天出版社,https://product.dangdang.com/29226044.html
威廉·萨默塞特·毛姆,11493080729, /2023-04-01,¥55.00, 毛姆短篇小说全集 全套5册月亮与六便士+刀锋+人生的枷锁+面纱原著中文版月亮和六便士人性的枷锁无删减完整版正版当当自营同,远方出版社,https://product.dangdang.com/11493080729.html
向阳主编 朱天文 朱天心 骆以军等著 时代华语 出品,29233297, /2021-04-01,¥19.80, 为什么读小说之爱与孤独（4周读完，每天5分钟！ 50位名家26位名校导师轻松阅读百年经典）,北京时代华文书局,https://product.dangdang.com/29233297.html
凡尔纳,29399166, /2020-08-01,¥45.00, 凡尔纳科幻小说集 海底两万里 八十天环游地球 地心游记 神秘岛(中小学生课外阅读指导丛书)套装共4册 彩插无障碍阅读,商务印书馆,https://product.dangdang.com/29399166.html
 ,29700756, ,¥45.00, 女性小说系列, ,https://product.dangdang.com/29700756.html
汪曾祺 著,25200708, /2017-12-01,¥19.00, 名家小说典藏：汪曾祺小说,浙江文艺出版社,https://product.dangdang.com/25200708.html
《小说月报·原创版》编辑部编,23417751, /2014-01-01,¥29.50, 《小说月报原创版2013年精品集》,百花文艺出版社,https://product.dangdang.com/23417751.html
走走,29712899, /2024-05-01,¥40.00, 无声的细节：小说的“读到”之处（签名本，不是你不会写小说，是你一直误会了小说。资深文学编辑给初学写作者的锦囊妙计。《小说,上海文艺出版社,https://product.dangdang.com/29712899.html
王荣生,29578314, /2015-11-01,¥31.90, 小说教学教什么（参与式语文教师培训资源）,华东师范大学出版社,https://product.dangdang.com/29578314.html
（日）青木和雄，(日) 吉富多美著；彭懿译,29589200, /2023-05-01,¥11.00, 新版·长青藤国际大奖小说书系·第5辑：明日香，生日快乐,云南出版集团公司 晨光出版社,https://product.dangdang.com/29589200.html
[德] 米亚姆·普莱斯勒,26289116, /2018-10-01,¥12.00, 国际大奖小说·成长版——苦涩巧克力,新蕾出版社,https://product.dangdang.com/26289116.html
张新木 著,29588086, /2023-05-01,¥37.20, 小说符号学分析,南京大学出版社,https://product.dangdang.com/29588086.html
辛西娅·角畑,23711770, /2015-05-01,¥14.60, 长青藤国际大奖小说书系：明天会有好运气,云南出版集团公司 晨光出版社,https://product.dangdang.com/23711770.html
张莉 著,29561769, /2023-04-01,¥59.20, 小说风景（第八届鲁迅文学奖获奖作品 当当专享限量签名本）,人民文学出版社,https://product.dangdang.com/29561769.html
[西] 迭戈阿尔伯雷达,29472407, /2022-10-01,¥15.00, 国际大奖小说--嘘！别提爱丽丝,新蕾出版社,https://product.dangdang.com/29472407.html
[奥] 米歇尔·罗厄,29445827, /2022-08-01,¥16.20, 国际大奖小说--天使母鸡爱疯狂,新蕾出版社,https://product.dangdang.com/29445827.html
[美] 玛格莉特·亨利,29303679, /2021-08-01,¥13.00, 国际大奖小说——风之王,新蕾出版社,https://product.dangdang.com/29303679.html
(英) 乔治·威尔斯（H.G.Wells）,28526107, /2020-03-01,¥16.50, 威尔斯科幻小说精选：星球大战,四川文艺出版社,https://product.dangdang.com/28526107.html
中国作协创研部 选编,29671974, /2024-01-01,¥21.50, 2023年中国短篇小说精选（2023中国年选系列）,长江文艺出版社,https://product.dangdang.com/29671974.html
叶广芩 著 ， 新经典 出品,27940313, /2019-08-01,¥142.05, 叶广芩京味小说三部曲,北京十月文艺出版社,https://product.dangdang.com/27940313.html
[德] 芬-奥勒?海因里希,29247277, /2021-06-01,¥14.00, 国际大奖小说·注音版——弗雷克，小矮个,新蕾出版社,https://product.dangdang.com/29247277.html
[美]海明威 著 张炽恒 译 创美工厂 出品,29199743, /2021-03-01,¥19.90, 乞力马扎罗的雪：海明威小说精选（诺贝尔文学奖得主作品，收录10余幅珍贵照片，新增5000字导读）,中国友谊出版公司,https://product.dangdang.com/29199743.html
鲁迅，果麦文化 出品,23858305, /2016-01-01,¥17.60, 鲁迅短篇小说集:彷徨(陈丹青推荐本),天津人民出版社,https://product.dangdang.com/23858305.html
【奥】克里斯蒂娜·涅斯特林格,29429432, /2022-07-01,¥11.00, 国际大奖小说·注音版--飞吧，红头发,新蕾出版社,https://product.dangdang.com/29429432.html
沈石溪,25579864, /2018-11-01,¥155.00, 动物小说大王沈石溪品藏书系 升级版（橙蓝特辑 套装共12册）,浙江少年儿童出版社,https://product.dangdang.com/25579864.html
[西]霍尔迪·塞拉·依·法布拉,29491097, /2022-12-01,¥12.00, 无字书图书馆（2023年百班千人寒假书单 三年级推荐阅读）,新蕾出版社,https://product.dangdang.com/29491097.html
 ,12100012777, ,¥37.90, 外国小说, ,https://product.dangdang.com/12100012777.html
【英】威廉·奥拉夫·斯特普尔顿,29368811, /2021-11-11,¥32.00, 造星主 科幻小说的灰色圣典 “戴森球”的灵感来源 一部科学版的《神曲》,四川科学技术出版社,https://product.dangdang.com/29368811.html
萧乾 等,25179560, /2017-09-01,¥33.00, 外国小说名作欣赏 萧乾 跟着名家读经典丛书,北京大学出版社,https://product.dangdang.com/25179560.html
沈石溪,29629776, /2021-01-01,¥15.00, 动物小说大王沈石溪品味成长书系·我的动物朋友,新蕾出版社,https://product.dangdang.com/29629776.html
(德)洛特·金仕可菲,29420509, /2022-06-01,¥12.00, 国际大奖小说·注音版--钢琴小精灵,新蕾出版社,https://product.dangdang.com/29420509.html
（英）威廉·萨默塞特·毛姆,29395816, /2020-06-01,¥23.30, 刀锋（精装版）会讲故事的小说家”毛姆充满哲思之作。,应急管理出版社,https://product.dangdang.com/29395816.html
（法）莫泊桑 著,29266110, /2021-06-01,¥9.30, 莫泊桑短篇小说精选（中小学生课外阅读指导丛书）无障碍阅读 彩插励志版,时代文艺出版社,https://product.dangdang.com/29266110.html
黄春明 著,28505249, /2020-03-01,¥117.90, 黄春明小说集（全5册）看海的日子+莎哟娜啦·再见+放生+儿子的大玩偶+没有时刻的月台,北京联合出版有限公司,https://product.dangdang.com/28505249.html
凯文·汉克斯 禹田文化 出品,29384287, /2021-08-01,¥16.00, 小小长青藤国际大奖小说书系·第2辑：二年级的比利,云南出版集团公司 晨光出版社,https://product.dangdang.com/29384287.html
黄昱宁 著，铸刻文化 出品,29491834, /2023-01-01,¥45.80, 小说的细节：从简·奥斯丁到石黑一雄（单读新书020）,广西师范大学出版社,https://product.dangdang.com/29491834.html
（奥）卡夫卡,25323390, /2018-08-01,¥79.10, 卡夫卡小说全集（1-3卷）,人民文学出版社,https://product.dangdang.com/25323390.html
王鼎钧,29671738, /2023-12-01,¥49.00, 现代小说化读,商务印书馆,https://product.dangdang.com/29671738.html
[日]小松原宏子,29445829, /2022-08-01,¥15.60, 国际大奖小说·注音版--存梦银行,新蕾出版社,https://product.dangdang.com/29445829.html
沈石溪 等,28476129, /2019-11-01,¥48.40, 国际动物小说品藏书系精选（套装共8册）, ,https://product.dangdang.com/28476129.html
[英]杰拉尔丁·麦考林,29713652, /2024-01-01,¥15.00, 国际大奖小说·成长版--不可思议的古董店,新蕾出版社,https://product.dangdang.com/29713652.html
白虹 等,11069228107, /2018-03-01,¥129.80, 【领券立减100】悬疑推理小说全套3册 希区柯克短篇小说故事 正版书恐怖小说悬疑推理小说侦探书籍推理破案犯罪小说惊悚探案,中国华侨出版社,https://product.dangdang.com/11069228107.html
[英]E.M.福斯特 著 冯涛 译,29266951, /2019-05-01,¥32.40, 小说面面观（译文经典）,上海译文出版社,https://product.dangdang.com/29266951.html
《收获》文学杂志社,29692732, /2024-03-01,¥47.00, 收获长篇小说2024春卷（董宇辉直播间推介，范迁《十面埋伏》、周宏翔《当燃》、海娆《多洛丝的上海》）,上海文艺出版社,https://product.dangdang.com/29692732.html
(法)莫泊桑,25283706, /2018-06-01,¥12.00, 莫泊桑短篇小说精选(《语文》阅读丛书)人民文学出版社,人民文学出版社,https://product.dangdang.com/25283706.html
（日）冈本绮堂 (日) 田中贡太郎 著，天河世纪 出品,29285923, /2021-08-08,¥61.20, 怪谈小说系列套装 （妖怪杂货店+日本异妖谭+世界奇妙物语）,长江出版社,https://product.dangdang.com/29285923.html
徐玲,29405723, /2022-05-01,¥15.00, 徐玲亲情小说·浓情版：江豚男孩想回家,浙江少年儿童出版社,https://product.dangdang.com/29405723.html
(日)水村美苗|译者:赵晖,1068964171, /2015-10-01,¥19.38, 私小说(从左至右),上海文艺,https://product.dangdang.com/1068964171.html
《小说月报》编辑部,23856220, /2016-01-01,¥17.50, 小说月报2015年活力作家精品集,百花文艺出版社,https://product.dangdang.com/23856220.html
[美]埃伦·拉斯金,29432387, /2022-05-01,¥17.50, 国际大奖小说·成长版--希斯汀游戏,新蕾出版社,https://product.dangdang.com/29432387.html
