ISBM,book_id,isset,kaiben,package,paper,subcategory
 9787519225902,25101303, 否, 32开, 精装, 胶版纸,日语读物
 9787545558975,29134233, 否, 32开, 平装-胶订, 铜版纸,文学
 25478629,676544092, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9782070612758,1065391186, 否, 32开, 平装-胶订, 轻型纸,法文小说
 9787544283472,11299689629, 否, 32开, 平装, 胶版纸,成长/校园小说
 9787544840071,23722011, 否, 大32开, 平装, 胶版纸,文学
 9787534289576,27884074, 否, 32开, 平装-胶订, 胶版纸,文学
 9787115537393,1670315355, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9780571376483,11442560706, 否, 25开, 平装-胶订, 轻型纸,文学 Literature
 9787517141549,29508393, 否, 16开, 平装-胶订, 胶版纸,军事小说
 9787307236318,29609947, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787516620793,23812301, 否, 32开, 平装, 胶版纸,外国
 9787511378545,27924237, 否, 32开, 平装-胶订, 胶版纸,文学
 9787108077974,29724925, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787218138022,28472104, 否, 16开, 平装-胶订, 胶版纸,其他
 9787521739169,11570614304, 是, 16开, 平装, 纯质纸,成长/校园小说
 9787020166244,29264500, 是, 32开, 精装, 轻型纸,其他国家
 9787020182435,29642105, 否, 32开, 平装-胶订, 胶版纸,文学理论
 9787572123719,11607399234, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9787520211697,11364718114, 否, 16开, 平装-胶订, 胶版纸,中国
 9789863660750,11405359619, 否, 16开, 平装-胶订, 胶版纸,其他
 9787537692557,25304424, 否, 32开, 平装-胶订, 胶版纸,文学
 9787516145579,23557084, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787201128283,1411729297, 否, 16开, 平装-胶订, 胶版纸,外国
 9780593438367,696957931, 否, 32开, 平装-胶订, 轻型纸,小说 Fiction
 9787540455651,11547122016, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787534618727,11681443833, 否, 32开, 平装-胶订, 胶版纸,童话故事
 9787572605376,11122376694, 否, 16开, 平装-胶订, 胶版纸,中国当代小说
 9787559445940,1601877032, 否, 16开, 平装-胶订, 胶版纸,古代言情青春文学
 9787544855624,25272357, 是, 32开, 平装-胶订, 轻型纸,文学
 9787530686508,29626006, 是, 32开, 平装-胶订, 胶版纸,中国
 9787539794501,24189999, 否, 16开, 平装-胶订, 胶版纸,文学
 9787569909333,29573854, 否, 大32开, 平装-胶订, 胶版纸,其他国家
 ,12100007443, 否, , , ,幻想小说
 9787541485343,11465225517, 否, 32开, 平装-胶订, 胶版纸,侦探/冒险小说
 9787531352129,1662035410, 是, 16开, 精装, 胶版纸,课外阅读
 25288198,25288198, 是, 32开, 平装-胶订, 胶版纸,卡通/动漫/图画书
 9787533296872,25266738, 否, 32开, 平装-胶订, 胶版纸,文学
 9787542669049,11488389861, 否, 16开, 平装-胶订, 纯质纸,综合
 9787557911560,29543702, 否, 32开, 平装-胶订, 胶版纸,课外阅读
 9787570204823,11274788713, 否, 128开, 平装, 胶版纸,大学生素质教育
 2023061209993,29597037, 是, 32开, 平装, 胶版纸,文学
 28528935,28528935, 是, 32开, 平装-胶订, 胶版纸,中国近现代小说
 9780553212754,1461580691, 否, 异形开, 平装-胶订, 胶版纸,文学 Literature
 9787558901478,1643772744, 是, 32开, 平装-胶订, 胶版纸,动物小说
 9787532775279,11723213868, 是, 128开, 平装, 胶版纸,国家公务员考试
 9787541491764,25340400, 否, 32开, 平装-胶订, 轻型纸,文学
 9787539794600,1594482157, 是, 16开, 平装-胶订, 胶版纸,动物小说
 23918301,23918301, 否, 16开, 平装-胶订, 轻型纸,文学
 9787550019157,1529252412, 否, 16开, 平装-胶订, 轻型纸,青春爱情文学
 9787549616213,1243164877, 否, 32开, 平装-胶订, 轻型纸,外国
 9787549631957,1655890052, 否, 32开, 平装-胶订, 胶版纸,中国
 9787539665696,28475159, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787020182862,29652790, 否, 32开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787556256983,11500478444, 否, 16开, 平装-胶订, 胶版纸,动物小说
 9787536098923,29565974, 是, 16开, 平装-胶订, 胶版纸,影视小说
 9787547219843,1364048167, 是, 32开, 平装-胶订, 胶版纸,文言文/古诗词
 9787511305213,688459082, 否, 16开, 平装-胶订, 胶版纸,综合
 9787229044091,1617923708, 否, 128开, 平装-胶订, 胶版纸,军事小说
 9787115567734,1475683667, 是, 16开, 平装-胶订, 胶版纸,图画故事
 9787558426605,11292523514, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9787020173341,29465712, 否, 32开, 平装-胶订, 胶版纸,外国随笔
 9787520713238,29384050, 否, 32开, 平装-胶订, 胶版纸,文学
 9787536621045,29382932, 否, 32开, 精装, 纯质纸,历史小说
 9787229160821,29372072, 否, 128开, 精装, 特种纸,日本
 9787556050659,1117497004, 是, 16开, 平装-胶订, 胶版纸,动物小说
 7556806005171,29260780, 是, 32开, 平装-胶订, 胶版纸,童话故事
 9787558908231,29127423, 否, 16开, 平装-胶订, 胶版纸,文学
 22782568,22782568, 否, 大32开, 平装-胶订, 胶版纸,文学
 9787508840840,1080822014, 否, 16开, 平装-胶订, 胶版纸,语文
 9787201133126,1229851516, 是, 16开, 平装-胶订, 胶版纸,中国近现代小说
 9787573600912,29492939, 是, 16开, 平装, 胶版纸,文学
 9787521762266,11698050977, 否, 32开, 平装, 轻型纸,社会小说
 9787558324574,29262898, 否, 32开, 平装-胶订, 胶版纸,文学
 9787572233531,29422048, 否, 32开, 平装-胶订, 胶版纸,文学
 9787530154663,25296336, 否, 32开, 平装-胶订, 胶版纸,文学
 9787556853960,29254562, 否, 32开, 平装, 轻型纸,文学
 9787559654014,29323799, 否, 16开, 精装, 胶版纸,中国当代小说
 9787541493065,25340401, 否, 32开, 平装-胶订, 轻型纸,文学
 9787559714459,1508087805, 否, 16开, 平装-胶订, 胶版纸,动物小说
 ,11710431107, 否, , , ,侦探/悬疑/推理小说
 9787572610912,11447489217, 否, 32开, 平装-胶订, 胶版纸,中国现当代随笔
 9789865241759,1814893183, 否, 25开, 平装-胶订, 胶版纸,其他
 9787558536595,27927560, 否, 16开, 平装-胶订, 胶版纸,文学
 9787533960582,1735620598, 否, 32开, 平装-胶订, 胶版纸,仙侠玄幻青春文学
 9787558324529,29262892, 否, 32开, 平装-胶订, 胶版纸,文学
 9787541165030,11342365067, 否, 32开, 平装-胶订, 胶版纸,文集
 9787532165575,11438558777, 否, 32开, 平装-胶订, 胶版纸,外国
 9787555903819,24002244, 否, 32开, 精装, 胶版纸,中国现当代随笔
 9787108063601,27948094, 否, 32开, 平装-胶订, 胶版纸,法国
 9787559828149,28983137, 否, 32开, 平装-胶订, 纯质纸,文学
 9787229024635,21085273, 否, 16开, 平装, 胶版纸,文学
 9787559854124,29480851, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787559672957,29677979, 是, 32开, 精装, 胶版纸,中国当代小说
 9787304082161,25106276, 是, 32开, 平装-胶订, 轻型纸,文学
 9787540235925,23591471, 否, 32开, 平装, 胶版纸,文学
 9787512013858,1336487925, 是, 16开, 盒装, 轻型纸,中国当代小说
 9781481409339,1540696719, 是, 16开, 平装-胶订, 纯质纸,Classic Fiction 经典小说
 9787512011731,1336500725, 是, 16开, 精装, 轻型纸,中国古典小说
 9787530764510,1748567126, 否, 32开, 平装-胶订, 胶版纸,动物小说
 9787552862256,1130512369, 否, 16开, 平装-胶订, 胶版纸,名家作品
 9781626722484,1658792539, 否, 16开, 平装-胶订, 纯质纸,Novelty 玩具书/趣味认知书
 9787514398113,29391953, 否, 16开, 平装-胶订, 胶版纸,蔡志忠
 9787534289590,27881410, 否, 32开, 平装-胶订, 胶版纸,文学
 9787530768983,1566452985, 否, 16开, 平装-胶订, 胶版纸,幻想小说
 9787513349147,29576737, 是, 32开, 盒装, 胶版纸,侦探/悬疑/推理小说
 9787540791995,29364070, 是, 16开, 平装, 胶版纸,中国
 9787559633149,1581833737, 否, 32开, 平装-胶订, 胶版纸,社会小说
 9787520340786,27897859, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787556831739,1323125569, 否, 16开, 平装-胶订, 胶版纸,文集
 9787556831814,1328291469, 否, 16开, 平装-胶订, 胶版纸,文集
 9787532167920,1316478015, 否, 16开, 平装-胶订, 胶版纸,名家作品
 9787532890873,1361442082, 否, 16开, 精装, 轻型纸,文学理论
 9787560568751,1498993071, 否, 16开, 平装, 胶版纸,公共课
 29285497,29285497, 是, 32开, 平装-胶订, 轻型纸,科幻小说
 9787572704598,29438526, 否, 32开, 平装-胶订, 轻型纸,科幻小说
 9787568264112,26485477, 否, 32开, 精装, 胶版纸,英国
 9787559461384,11087317134, 否, 16开, 平装-胶订, 胶版纸,青春爱情文学
 9780156035880,1356084505, 否, 32开, 平装-胶订, 轻型纸,文学 Literature
 9787301276945,24215890, 否, 16开, 精装, 纯质纸,中国
 9787201128283,1131242277, 否, 32开, 平装-胶订, 轻型纸,外国
 9787559667809,29585926, 否, 24开, 精装, 轻型纸,幽默/笑话集
 9787020179626,29606653, 否, 32开, 软精装, 胶版纸,其他国家
 9787541493072,25340402, 否, 32开, 平装-胶订, 轻型纸,文学
 9787020175970,29506794, 否, 32开, 平装, 胶版纸,英国
 9787569512366,676225972, 是, 16开, 精装, 轻型纸,侦探/悬疑/推理小说
 9787544884068,29711672, 否, 32开, 平装-胶订, 轻型纸,文学
 9787556818204,24244374, 否, 128开, 平装-胶订, 胶版纸,文学
 9787540235987,23591473, 否, 大32开, 平装-胶订, 胶版纸,文学
 9787830114237,29586267, 是, 32开, 平装-胶订, 胶版纸,科普/百科
 9787519430368,11384592633, 否, 32开, 平装-胶订, 胶版纸,社会小说
 9784048867979,1354250684, 否, 32开, 平装, 胶版纸,原版文学/小说
 9787512011724,1689770396, 否, 16开, 平装-胶订, 胶版纸,武侠小说
 9787555413448,1669828386, 否, 32开, 平装-胶订, 胶版纸,中国近现代小说
 9787108052360,1851536820, 否, 16开, 平装-胶订, 胶版纸,中国古典小说
 9787553679303,1637127764, 是, 16开, 平装-胶订, 胶版纸,动物小说
 9787521213386,29331818, 是, 128开, 平装-胶订, 胶版纸,历史小说
 9787531578826,27939029, 否, 32开, 平装-胶订, 胶版纸,文学
 9787020133833,25275972, 否, 32开, 平装-胶订, 胶版纸,名家作品
 9787513913904,11387143276, 否, 3开, 平装, 胶版纸,社会小说
 9787516131688,23382153, 否, 16开, 平装, 胶版纸,文献学
 9787564803537,22467475, 否, 16开, 平装, 胶版纸,文学评论与鉴赏
 9787532890910,23965285, 否, 16开, 平装, 胶版纸,文学理论
 9787530763674,23986189, 否, 16开, 平装, 胶版纸,文学
 9787565020940,23768383, 否, , , ,文学理论
 9787516127438,23565014, 否, 16开, 平装, 胶版纸,文学理论
 9787520303491,25173259, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787556831791,1326593469, 否, 16开, 平装-胶订, 胶版纸,文集
 9787205086152,1046703691, 否, 16开, 平装, 胶版纸,英文版
 9787532168156,1349192415, 否, 16开, 平装-胶订, 胶版纸,名家作品
 9787108065797,1551693492, 否, 16开, 平装-胶订, 轻型纸,中国古典小说
 9787510467783,1542230622, 否, 16开, 平装-胶订, 轻型纸,英文版
 9787531758655,29635244, 否, 32开, 平装-胶订, 胶版纸,日本
 9780312367541,1548788639, 否, 16开, 平装-胶订, 纯质纸,Award Fiction 获奖小说
 9787115535870,1667240835, 否, 16开, 平装-胶订, 胶版纸,寓言/传说
 9787550283008,11677376273, 否, 32开, 平装, 胶版纸,社会小说
 9787214222466,29601673, 否, 32开, 精装, 胶版纸,社会小说
 9787020167548,29358008, 否, 32开, 精装, 轻型纸,法国
 9787556096244,11129120595, 否, 16开, 平装, 胶版纸,动物小说
 9787550125094,23717077, 否, 32开, 平装, 胶版纸,文学
 9787540791964,29363639, 否, 16开, 平装, 胶版纸,中国
 9787522823645,29660982, 否, 16开, 平装-胶订, 纯质纸,文学理论
 9787570231041,1586103886, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9787201126913,11707785067, 否, 32开, 平装, 书写纸,其他国家
 9787020168224,29392927, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787541477676,29643669, 是, 32开, 平装-胶订, 胶版纸,文学
 9787558917943,29674792, 否, 32开, 平装-胶订, 胶版纸,文学
 9787570510580,27897199, 否, 16开, 平装-胶订, 轻型纸,文集
 9787512011038,1693490216, 否, 16开, 平装-胶订, 胶版纸,官场小说
 9787506382304,29395775, 否, 32开, 精装, 胶版纸,中国现当代随笔
 9787502111724,1147330069, 否, 16开, 平装-胶订, 胶版纸,武侠小说
 9784048662260,1192803784, 否, 32开, 平装, 胶版纸,原版文学/小说
 9787509765593,23597472, 否, 16开, 平装, 胶版纸,文学评论与鉴赏
 9787100118927,1009198257, 否, 16开, 精装, 轻型纸,课外阅读
 9787559716484,28501246, 否, 32开, 平装-胶订, 胶版纸,文学
 9787537850803,24191317, 否, 16开, 平装-胶订, 胶版纸,中国
 9787566321329,28557045, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787555413387,1653952946, 否, 32开, 精装, 胶版纸,历史小说
 9787010187228,25336234, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787517811510,23797108, 否, 16开, 平装, 胶版纸,文学理论
 9787516139837,23457019, 否, 大32开, 平装-胶订, 胶版纸,文学理论
 9787310043705,23408318, 否, 32开, 精装, 胶版纸,中国近现代小说
 9787516166772,27930113, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787115536839,1670315655, 否, 16开, 平装-胶订, 胶版纸,幻想小说
 9787556831685,1328268269, 否, 16开, 平装-胶订, 胶版纸,文集
 9787532167951,1532682245, 否, 16开, 平装-胶订, 胶版纸,其他
 9787539179612,1158501115, 否, 16开, 平装-胶订, 胶版纸,中国现当代诗歌
 9787539179605,1158490315, 否, 16开, 平装-胶订, 胶版纸,课外阅读
 9787554613184,1536676202, 否, 32开, 平装-胶订, 轻型纸,语文阅读
 9787514234619,29280398, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787544770675,25319730, 否, 32开, 精装, 轻型纸,外国随笔
 29314294,29314294, 是, 16开, 平装-胶订, 轻型纸,仙侠玄幻青春文学
 7539703000219,29366128, 是, 16开, 平装-胶订, 胶版纸,文学
 9787530216033,11681630803, 否, 32开, 精装, 胶版纸,社会小说
 9787534296017,1327928215, 否, 16开, 平装-胶订, 胶版纸,动物小说
 9787512647053,647217895, 否, 16开, 平装, 胶版纸,综合
 9787218113692,29280598, 否, 16开, 平装-胶订, 胶版纸,其他
 7556806005248,27912765, 是, 32开, 平装-胶订, 轻型纸,文学
 9787556808434,23827541, 否, 32开, 精装, 胶版纸,文学
 9787514883954,29683240, 否, 24开, 平装-胶订, 胶版纸,文学
 9787514841275,25197680, 否, 大32开, 纸质, 胶版纸,文学
 9787559828705,28986313, 否, 32开, 平装-胶订, 纯质纸,文学
 29149663,29149663, 是, 32开, 平装-胶订, 特种纸,中国现当代随笔
 9787020138074,11359269514, 否, 16开, 平装-胶订, 胶版纸,课外阅读
 9787533297978,1523100477, 是, 32开, 平装-胶订, 胶版纸,文学
 9787558426643,11292585204, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9787514918946,25245610, , , , ,其他
 9787513024990,23403129, 否, 16开, 平装, 胶版纸,文学评论与鉴赏
 9787514918922,25245584, , , , ,其他
 9787554613184,27909799, 否, 32开, 平装-胶订, 轻型纸,语文阅读
 9787301312513,1769293067, 否, 16开, 平装-胶订, 胶版纸,文法类
 9787530769171,1631672216, 否, 32开, 平装-胶订, 胶版纸,幻想小说
 9787558513671,1311177287, 否, 16开, 平装-胶订, 胶版纸,青春爱情文学
 9780141184845,1115744189, 否, 32开, 平装-胶订, 轻型纸,文学 Literature
 9787547264249,1587667816, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787502081850,1802186396, 否, 16开, 平装-胶订, 纯质纸,课外阅读
 9787539573991,1688586052, 否, 16开, 精装, 纯质纸,计算机
 9787010105901,22741439, 否, 16开, 平装, 胶版纸,文学理论
 9787519451271,27907563, 否, 16开, 精装, 胶版纸,文学理论
 9787506848138,27894050, 否, 16开, 精装, 胶版纸,中国近现代小说
 9787520310611,25225832, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787550021952,25272378, , , , ,文学评论与鉴赏
 9787807089353007798,11738854480, 否, 16开, 平装-胶订, 胶版纸,仙侠玄幻青春文学
 9787532781560,11514242357, 否, 32开, 平装, 书写纸,职场小说
 9780553211023,1838874982, 否, 44开, 平装, 胶版纸,Stories 图画故事书
 9787535088727,29450607, 否, 16开, 平装-胶订, 胶版纸,文学
 9787544784047,11629022418, 否, 16开, 平装, 胶版纸,社会小说
 9787807089353,1791076941, 是, 25开, 平装-胶订, 胶版纸,大学生素质教育
 9787556831210,1117106913, 是, 128开, 平装-胶订, 胶版纸,11-14岁
 9787534250033,1637129214, 是, 16开, 平装-胶订, 胶版纸,动物小说
 9787566834812,29467778, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787547056356,29256207, 否, 32开, 平装-胶订, 胶版纸,名家作品
 9787561941522,11585236832, 否, 32开, 平装, 胶版纸,外语
 9787505956773,1777149816, 否, 16开, 平装-胶订, 胶版纸,中国古典小说
 9787517825142,1504846785, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787547316337,1692217315, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787532584031,1160110397, 否, 16开, 平装-胶订, 胶版纸,中国现当代随笔
 9787537860437,1787861745, 否, 16开, 平装-胶订, 胶版纸,语文阅读
 9787536168565,1762080392, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787568268929,1408856764, 否, 16开, 平装-胶订, 胶版纸,动物小说
 9787544879552,11347438467, 否, 32开, 平装-胶订, 胶版纸,欧美
 9787530766323,1059552277, 否, 16开, 平装-胶订, 轻型纸,阅读工具书
 9787545565638,29325895, 否, 32开, 平装, 胶版纸,文学
 9787522205878,29706853, 否, 32开, 精装, 胶版纸,文学评论与鉴赏
 9787020169764,29317196, 否, 32开, 精装, 胶版纸,俄罗斯
 9787229166823,11732606730, 否, 3开, 平装, 胶版纸,侦探/悬疑/推理小说
 9787570706389,1630534515, 否, 16开, 平装-胶订, 胶版纸,幻想小说
 2240000035949,11737080059, 否, 16开, 平装-胶订, 胶版纸,动/漫画
 9787562871811,29572658, 否, 32开, 精装, 胶版纸,英文版
 9780553277456,1090428185, 否, 16开, 平装-胶订, 纯质纸,小说 Fiction
 9787556242153,26922435, 否, 32开, 平装-胶订, 胶版纸,文学
 9787532961269,29133616, 否, 32开, 精装, 轻型纸,中国当代小说
 9787515900940,29243087, 否, 32开, 平装-胶订, 胶版纸,英汉对照
 9780553213508,1285961805, 否, 128开, 平装-胶订, 胶版纸,文学 Literature
 9787556864485,11289666177, 否, 32开, 平装-胶订, 胶版纸,科普
 9787100057981,20572145, 否, 16开, 平装, 胶版纸,文学理论
 9787520349338,28485878, 否, 128开, 平装-胶订, 胶版纸,文学理论
 9787544832083,1689537952, 否, 32开, 精装, 纯质纸,计算机
 9787520359597,28555280, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787544623308,22544897, 否, 大32开, 平装, 胶版纸,文学理论
 9787310043682,23408323, 否, 32开, 精装, 胶版纸,中国近现代小说
 9787516187104,24099420, 否, 16开, 平装, 胶版纸,文学理论
 9787512013858,1654644020, 是, 16开, 精装, 胶版纸,中国古典小说
 9787519429638,11313466418, 否, 16开, 平装, 胶版纸,女性理财
 9787555413509,1655357246, 否, 16开, 平装-胶订, 胶版纸,历史小说
 9780349138749,1707946729, 否, 16开, 平装-胶订, 纯质纸,小说 Fiction
 9787544265874,1817301432, 是, 32开, 平装-胶订, 胶版纸,中国现当代随笔
 9787536086890,1504557855, 否, 16开, 平装-胶订, 胶版纸,言情
 9787537861557,28988301, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787558513794,25156088, 否, 16开, 平装-胶订, 轻型纸,大陆原创青春文学
 9781368043632,1675962239, 否, 16开, 平装-胶订, 纯质纸,现代小说
 9787301274828,1803042641, 否, 16开, 平装, 轻型纸,文法类
 9787500146032,1734946299, 否, 16开, 平装-胶订, 胶版纸,大学生素质教育
 9787302551690,1649658010, 否, 16开, 平装-胶订, 胶版纸,文法类
 9787559721655,29193725, 否, 32开, 平装-胶订, 轻型纸,经典必读
 9787550021853,1362506469, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9780571268863,1896495627, 否, 16开, 平装-胶订, 纯质纸,小说 Fiction
 9787531355113,25858733, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787559820495,27927926, 否, 32开, 平装-胶订, 纯质纸,文学
 9786263775992,11631586168, 否, 32开, 平装-胶订, 胶版纸,轻小说
 9787546981826,23951578, 否, 32开, 平装, 轻型纸,文学
 9787546981833,23951579, 否, 32开, 平装, 轻型纸,文学
 9789579525671,1027538186, 否, 32开, 平装-胶订, 轻型纸,华文创作
 9787548849445,29406014, 否, 32开, 平装-胶订, 胶版纸,中国
 9787559449276,29376799, 是, 16开, 平装-胶订, 胶版纸,青春爱情文学
 9787556831753,1328302969, 否, 16开, 平装-胶订, 胶版纸,文集
 9787556831807,1326595269, 否, 16开, 平装-胶订, 胶版纸,文集
 9787547264249,1775077342, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787532167913,1316469115, 否, 16开, 平装-胶订, 胶版纸,名家作品
 9787532167944,1387465315, 否, 16开, 平装-胶订, 胶版纸,名家作品
 9787505742697,1298933269, 否, 16开, 平装-胶订, 胶版纸,外国随笔
 9787572243165,29483204, 否, 32开, 平装-胶订, 胶版纸,文学
 9786263787605,11715631489, 否, 16开, 平装-胶订, 胶版纸,动/漫画
 9787539656335,1093439782, 否, 16开, 平装-胶订, 轻型纸,中国
 9787559417237,25310290, 否, 8开, 平装-胶订, 轻型纸,历史小说
 9787506371056,11686704213, 否, 128开, 平装-胶订, 胶版纸,中国现当代随笔
 9787548857372,29630313, 否, 32开, 平装-胶订, 胶版纸,乡土小说
 29437304,29437304, 是, 16开, 平装-胶订, 轻型纸,仙侠玄幻青春文学
 9787536097261,1169797292, 否, 32开, 精装, 轻型纸,社会小说
 9787558426582,29470345, 否, 32开, 平装-胶订, 胶版纸,文学
 9787020138753,25317829, 否, 16开, 平装-胶订, 胶版纸,中国
 9787020115846,1032329247, 否, 32开, 精装, 轻型纸,外国
 9787115535665,1667207865, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9787517826217,25274648, 是, 32开, 平装-胶订, 胶版纸,外国
 9787569064537,29689449, 否, 16开, 平装-胶订, 胶版纸,历史小说
 9787559823380,28509236, 否, 32开, 平装-胶订, 纯质纸,文学
 9781853267345,1266381396, 否, 32开, 平装-胶订, 轻型纸,11-14岁
 9787516187333,24028539, 否, 16开, 平装, 胶版纸,文学理论
 9787564185879,28507504, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787532890859,23965272, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787534256301,1734538399, 是, 25开, 平装-胶订, 胶版纸,大学生素质教育
 9787516146040,23596319, 否, 16开, 平装, 胶版纸,文学理论
 9787530767603,1480789814, 否, 32开, 平装-胶订, 胶版纸,幻想小说
 9787544859875,1589290106, 否, 16开, 平装-胶订, 胶版纸,动物小说
 9787512011038,1658012520, 是, 16开, 精装, 胶版纸,中国古典小说
 9787538590593,1611667826, 否, 16开, 平装-胶订, 胶版纸,青春爱情文学
 9787100179430,1643985113, 否, 32开, 精装, 胶版纸,文学理论
 9787302551690,1634007532, 否, 16开, 平装-胶订, 胶版纸,文法类
 9787310043712,23408319, 否, 32开, 精装, 胶版纸,中国近现代小说
 9787558535796,27895079, 否, 16开, 平装-胶订, 轻型纸,青春校园文学
 9787533320447,20349098, 否, 大32开, 平装, 胶版纸,文学理论
 9787559510884,27848723, 是, 32开, 平装-胶订, 胶版纸,文学
 9787520307352,25237852, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787569227796,26924857, 否, 32开, 精装, 胶版纸,课外阅读
 9787559825681,28515922, 否, 32开, 平装-胶订, 纯质纸,文学
 2240000035871,11737078199, 否, 16开, 平装-胶订, 胶版纸,动/漫画
 9787536093348,29195059, 否, 16开, 平装-胶订, 轻型纸,中国
 9787536599062,29355754, 否, 16开, 平装, 胶版纸,文学
 9787020167036,29352254, 否, 32开, 平装-胶订, 胶版纸,欧洲
 9787576813111,29589242, 否, 32开, 平装-胶订, 轻型纸,欧洲
 9787539665801,27898630, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787513905008_3839,11281791513, 否, 32开, 平装, 胶版纸,大学生素质教育
 9787548849407,29406025, 否, 32开, 平装-胶订, 胶版纸,中国
 9787533959388,1669824632, 否, 32开, 平装-胶订, 胶版纸,文集
 9787533949532,1411438497, 否, 16开, 平装-胶订, 胶版纸,中国当代小说
 9787301312513,1659648712, 否, 16开, 平装-胶订, 胶版纸,基础课
 9787300267722,1440243336, 否, 16开, 平装-胶订, 胶版纸,文法类
 9787534298837,27881400, 否, 32开, 平装-胶订, 胶版纸,文学
 9787530218358,1437714029, 否, 32开, 精装, 轻型纸,社会小说
 9789571094496,1845052303, 否, 25开, 平装-胶订, 胶版纸,其他
 9787511277121,23778023, 否, 32开, 平装-胶订, 胶版纸,文学
 29314289,29314289, 是, 16开, 平装-胶订, 轻型纸,仙侠玄幻青春文学
 9789863564829,1649323211, 否, 16开, 精装, 纯质纸,其他
 9787530763025,1313997762, 否, 32开, 平装-胶订, 轻型纸,成长/校园小说
 9787556408276,23748375, 否, 16开, 平装-胶订, 轻型纸,课外阅读
 9787542668950,11460125613, 否, 16开, 平装-胶订, 纯质纸,综合
 ,11707534287, 否, , , ,悬疑/惊悚青春文学
 9787547431603,1570678226, 否, 32开, 平装-胶订, 胶版纸,动物小说
 9787100151863,25353438, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787547033722,23600052, 否, 32开, 平装, 胶版纸,文学评论与鉴赏
 9781408801680,1628618289, 是, 16开, 平装-胶订, 纯质纸,其他
 9787301305348,27909803, 否, 16开, , ,英国
 9787560053998,9173175, 否, 16开, 平装-胶订, 胶版纸,俄语口语
 9787544863285,1615465996, 否, 16开, 平装-胶订, 胶版纸,动物小说
 9787530768983,1724948596, 否, 32开, 平装-胶订, 胶版纸,幻想小说
 9787502111724,1775086111, 是, 16开, 平装-胶订, 胶版纸,武侠小说
 9787530766378,1748567946, 否, 16开, 平装-胶订, 胶版纸,侦探/冒险小说
 9787547720813,1378870277, 是, 16开, 平装-胶订, 胶版纸,语文阅读
 9787100186650,1761650323, 否, 16开, 平装-胶订, 胶版纸,都市小说
 9787555906537,1696318103, 否, 32开, 精装, 纯质纸,医药卫生
 9787569020489,25582263, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787509736289,22893448, 否, 20开, 平装, 胶版纸,文学理论
 9787520338462,26486355, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787203088806,23670102, 否, 16开, 平装, 胶版纸,文学评论与鉴赏
 9787558302664,25066666, 否, 32开, 平装-胶订, 胶版纸,文学
 9787572244216,29622882, 否, 24开, 平装-胶订, 胶版纸,文学
 9787533288921,25169641, 否, 32开, 平装-胶订, 胶版纸,文学
 9787559828170,28983138, 否, 32开, 平装-胶订, 纯质纸,文学
 9787572244209,29578727, 否, 24开, 平装-胶订, 胶版纸,文学
 9787547048924,11727213554, 否, 16开, 平装, 胶版纸,中国
