ISBM,book_id,isset,kaiben,package,paper,subcategory
 29564333,29564333, 是, 32开, 平装-胶订, 胶版纸,文学
 9787571519032,29719674, 否, 32开, 平装-胶订, 胶版纸,文学
 9787556823987,25577471, 否, 32开, 平装-胶订, 轻型纸,文学
 9780062945839,667989090, 是, 16开, 平装-胶订, 轻型纸,3-6岁
 9787521347326,29624274, 否, 16开, 平装-胶订, 胶版纸,英语学术著作
 9787519471965,29642458, 否, 16开, 精装, 胶版纸,社会科学总论
 9787571514587,29513247, 否, 24开, 平装-胶订, 轻型纸,文学
 9787530768983,28498835, 否, 32开, 平装-胶订, 胶版纸,文学
 9787554615423,28995532, 否, 32开, 平装-胶订, 胶版纸,中国古典小说
 9787532781157,678560335, 否, 32开, 精装, 胶版纸,文学理论
 9787532641079,23642101, 否, 32开, 精装, 胶版纸,文言文/古诗词
 7539703000188,29180019, 是, 16开, 平装-胶订, 胶版纸,经典必读
 9787301290972,25248101, , 16开, , ,文学评论与鉴赏
 9787544863117,29472439, 否, 32开, 平装-胶订, 轻型纸,文学
 9787534249815,27894689, 否, 16开, 平装-胶订, 胶版纸,文学
 9787553666723,25254892, 否, 大32开, 平装-胶订, 胶版纸,文学
 9780142401088,674485610, 否, 32开, 平装, 纯质纸,Classic Fiction 经典小说
 9784041126790,11150051986, 否, 64开, 平装-胶订, 轻型纸,原版文学/小说
 9787570227938,11568071468, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787550633339,29293568, 否, 32开, 精装, 书写纸,中国现当代诗歌
 9787508094168,1348120897, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787020134595,1357648369, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787210100188,1411728497, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787503491054,1122985191, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787559309594,25314691, 否, 32开, 平装-胶订, 胶版纸,文学
 9787020169672,668613832, 否, 16开, 平装-胶订, 胶版纸,外国
 9786260206376,11650417016, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787559725882,29440088, 否, 32开, 平装-胶订, 胶版纸,卡通/动漫/图画书
 9787115534033,29124634, 否, 32开, 平装-胶订, 轻型纸,文学
 9787306060280,25083747, 否, 128开, 平装-胶订, 轻型纸,文学评论与鉴赏
 9787541470554,23711772, 否, 32开, 平装-胶订, 轻型纸,文学
 9787553679259,27866413, 是, 32开, 平装-胶订, 胶版纸,课外阅读
 9786269811007,11630656066, 否, 25开, 软精装, 胶版纸,现代文学
 9787559649768,29699772, 否, 16开, 平装-胶订, 轻型纸,侦探/悬疑/推理小说
 9787020105496,23755386, 否, 16开, 平装, 胶版纸,文学理论
 9787532781560,27919612, 是, 32开, 精装, 胶版纸,文集
 9787557029128,29496917, 否, 32开, 平装-胶订, 胶版纸,侦探/悬疑/推理小说
 9787531355458,25858727, 否, 32开, 平装-胶订, 胶版纸,文学
 9787571504795,29676791, 是, 32开, 平装-胶订, 胶版纸,文学
 29255973,29255973, 是, 16开, 平装-胶订, 轻型纸,仙侠玄幻青春文学
 9787572232145,29622737, 否, 24开, 平装-胶订, 胶版纸,文学
 9787521225839,29671653, 否, 16开, 平装-胶订, 胶版纸,中国当代小说
 9787521340372,29487202, 否, 16开, 平装, 胶版纸,英语学术著作
 9787555903765,23991974, 否, 16开, 平装, 胶版纸,文学理论
 9787522816760,29580813, 否, 16开, 平装-胶订, 纯质纸,文学评论与鉴赏
 9787536082281,29581589, 否, 32开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787020156368,28981528, 否, 32开, 平装-胶订, 胶版纸,外国
 9787570233823,29671972, 否, 16开, 平装, 胶版纸,中国当代小说
 9789571051994,1595090703, 否, 16开, 平装-胶订, 轻型纸,动/漫画
 9786169310463,11702831335, 否, , 平装, 胶版纸,小学
 9786263783911,11622260446, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787115535665,28974832, 否, 16开, 平装-胶订, 胶版纸,文学
 9787500285021,26916214, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787500160649,11639911589, 是, 32开, 平装-胶订, 纯质纸,英文版
 9786263520752,11308777926, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 ,12100013891, 否, , , ,文集
 9787541477690,23925173, 否, 32开, 平装-胶订, 轻型纸,文学
 29655206,29655206, 是, 16开, 平装-胶订, 胶版纸,课外阅读
 9787534696442,29250258, 否, 32开, 平装-胶订, 轻型纸,文学
 9787502085933,29262918, 否, 大32开, 平装-胶订, 胶版纸,课外阅读
 9787505729452,29253813, 否, 32开, 精装, 轻型纸,欧洲
 7556806004125,29558560, 是, 32开, 平装-胶订, 胶版纸,文学
 9787506398046,25313617, 否, 32开, 平装-胶订, 胶版纸,课外阅读
 9787555911272,29321472, 否, 32开, 精装, 胶版纸,中国现当代随笔
 9787530769171,28498832, 否, 32开, 平装-胶订, 胶版纸,文学
 9787556253937,29197479, 否, 32开, 平装-胶订, 胶版纸,文学
 9774856324589,11709911456, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787534293610,27865202, 否, 18开, 平装-胶订, 胶版纸,文学
 9787555902768,29179548, 否, 32开, 精装, 胶版纸,中国现当代随笔
 9787549596805,25112421, 否, 32开, 平装-胶订, 胶版纸,文集
 9787544859806,27897168, 否, 16开, 平装-胶订, 胶版纸,文学
 9787020155859,29517744, 否, 32开, 平装-胶订, 胶版纸,英国
 9787540488734,1474740177, 否, 32开, 精装, 轻型纸,外国
 9787558418105,28987680, 否, 大32开, 平装-胶订, 轻型纸,文学
 9787545152609,11415974494, 否, 3开, 平装, 胶版纸,历史人物
 ,12100013084, 否, , , ,中国古典小说
 9787503958922,23638725, 否, 32开, 平装, 胶版纸,中国
 9787020110933,11735123420, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787522729183,29684466, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787300218397,23796889, 否, 16开, 平装, 胶版纸,文学理论
 9787576038316,29605604, 否, 16开, 平装, 胶版纸,文学理论
 28477169,28477169, 是, 32开, 平装-胶订, 胶版纸,文学
 9787541148545,1357639887, 否, 32开, 精装, 胶版纸,文学评论与鉴赏
 9787300215822,29492188, 否, 128开, 平装-胶订, 胶版纸,写作与修辞
 29510061,29510061, 是, 32开, 平装-胶订, 轻型纸,文学
 9787571505868,29114399, 是, 32开, 平装-胶订, 轻型纸,文学
 9781853261589,1340508705, 否, 64开, 平装-胶订, 轻型纸,Popular Fiction 流行小说
 9787020172931,11270719664, 否, 16开, 平装-胶订, 胶版纸,文集
 9787536589209,29220580, 否, 16开, 平装, 轻型纸,文学
 9787558917455,29636026, 否, 32开, 平装-胶订, 胶版纸,文学
 9787550131309,29687073, 否, 32开, 平装-胶订, 轻型纸,文学
 9787540786021,1556563135, 否, 16开, 平装-胶订, 胶版纸,外国
 9787020104338,1310738732, 否, 16开, 精装, 轻型纸,外国
 ASDF4A5D45AD,11428539856, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787561945087,23973704, 是, 32开, 平装-胶订, 胶版纸,英汉对照
 9787541488627,25174983, 否, 16开, 平装-胶订, 胶版纸,文学
 9787571510749,29330378, 是, 32开, 平装-胶订, 胶版纸,文学
 5945449454,1841845193, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787521223996,29647334, 否, 32开, 精装, 胶版纸,中国当代小说
 97874125631147,11641765776, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787558917431,29636030, 否, 32开, 平装-胶订, 胶版纸,文学
 2022.5.18,11151099069, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787571505905,28975789, 否, 32开, 平装-胶订, 轻型纸,经典必读
 9787205089023,1064216287, 否, 16开, 精装, 胶版纸,社会小说
 9787503499760,1302335612, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787205089214,1689707406, 否, 16开, 精装, 胶版纸,社会小说
 9787530773185,11569966884, 否, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9787100163576,11195556916, 否, 32开, 平装-胶订, 胶版纸,文学理论
 9787545152685,29701851, 否, 32开, 平装-胶订, 胶版纸,课外阅读
 9787020158508,28970713, 否, 16开, 平装-胶订, 胶版纸,欧洲
 9787561963029,29653843, 是, 16开, 平装-胶订, 胶版纸,英汉对照
 9787550026025,11401753754, 否, 16开, 平装, 胶版纸,侦探/悬疑/推理小说
 9780062355300,11379637330, 否, 128开, 平装, 胶版纸,小说 Fiction
 9787541488610,25174986, 否, 16开, 平装-胶订, 胶版纸,文学
 9787020104512,23720690, 否, 大32开, 精装, 胶版纸,外国
 9787807089353,11732578530, 否, 16开, 平装-胶订, 胶版纸,仙侠玄幻青春文学
 9787532184798,29469679, 否, 16开, 平装, 书写纸,中国当代小说
 9787569512366,29220607, 否, 16开, 精装, 轻型纸,侦探/悬疑/推理小说
 9787559724083,29234144, 否, 32开, 平装-胶订, 胶版纸,快乐成长
 9787530773154,11337901890, 否, 16开, 平装-胶订, 胶版纸,幻想小说
 9787547053997,29491373, 否, 32开, 平装-胶订, 胶版纸,侦探/悬疑/推理小说
 9787572232008,29622734, 否, 24开, 平装-胶订, 胶版纸,文学
 9787505442191,1393506169, 否, 16开, 平装-胶订, 胶版纸,中国古代随笔
 9787546233482,29314226, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787532789825,11513998017, 否, 32开, 平装, 书写纸,职场小说
 9787201151960,29556994, 否, 32开, 平装, 胶版纸,社会小说
 9787540786014,1556563655, 否, 16开, 平装-胶订, 胶版纸,外国
 9787540786038,1556563925, 否, 16开, 平装-胶订, 胶版纸,外国
 9786260207977,11707183376, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9786263213548,11419179300, 否, 3开, 平装, 胶版纸,轻小说
 9787555026501,29371376, 否, 24开, 平装-胶订, 胶版纸,文学
 9787522506166,29376784, 否, 32开, 平装-胶订, 胶版纸,文学理论
 9787544863292,28510691, 否, 16开, 平装-胶订, 纯质纸,文学
 7556806005699,27869516, 是, 16开, 平装-胶订, 胶版纸,文学
 9787540596279,11416480598, 否, 32开, 平装-胶订, 胶版纸,侦探/冒险小说
 9787573209603,29670493, 否, 128开, 平装-胶订, 胶版纸,其他古籍整理
 9787541485312,24167590, 否, 32开, 平装-胶订, 轻型纸,文学
 9787100116985,25162527, 否, 16开, 平装-胶订, 胶版纸,课外阅读
 9784555551211,1278506102, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787559656513,29332587, 否, 32开, 平装-胶订, 胶版纸,文学理论
 9787519005979,27866723, 否, 32开, 精装, 胶版纸,课外阅读
 2023113005001,29667255, 是, 24开, 平装, 胶版纸,文学
 9787200140675,28523893, 否, 32开, 精装, 胶版纸,文学评论与鉴赏
 9786260207748,11650417406, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9780062367150,694699134, 否, 32开, 平装-胶订, 轻型纸,7-10岁
 9787530774069,29496213, 否, 32开, 平装-胶订, 胶版纸,文学
 9787539581255,29617719, 否, 16开, 平装-胶订, 胶版纸,文学
 9787546168197,11053509057, 否, 16开, 平装-胶订, 胶版纸,中国现当代随笔
 9787530665923,1611577432, 否, 16开, 平装-胶订, 胶版纸,中国
 9787208139022,1365911697, 否, 16开, 平装-胶订, 胶版纸,外国
 9787530671900,1251252447, 否, 16开, 平装-胶订, 轻型纸,中国
 9787556245048,27915766, 否, 24开, 平装-胶订, 胶版纸,文学
 9787513931441,29334751, 否, 32开, 精装, 纯质纸,中国当代小说
 9787549224968,11732710000, 是, 32开, 平装-胶订, 胶版纸,文集
 9787301343722,29644815, 否, 16开, 平装, 胶版纸,文学评论与鉴赏
 9786263526938,11451634926, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787556245512,27882222, 否, 32开, 平装-胶订, 胶版纸,文学
 9787549572854,23798775, 否, 32开, 平装, 轻型纸,文学
 9787208185708,11701271374, 否, 16开, 平装-胶订, 胶版纸,侦探/悬疑/推理小说
 977896532541,11658033406, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 28528561,28528561, 是, 32开, 平装-胶订, 胶版纸,文学
 5989595956,1155554015, 否, 128开, 平装-胶订, 胶版纸,文摘 文学
 9787224141634,29287149, 否, 32开, 平装-胶订, 胶版纸,名家作品
 9786260205140,11676473416, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787100167055,25580389, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787541164880,11341679457, 否, 32开, 平装-胶订, 胶版纸,中国现当代随笔
 9787511737380,28488540, 否, 32开, 平装-胶订, 胶版纸,文学家
 9787555026532,29371387, 否, 24开, 平装-胶订, 胶版纸,文学
 9787506383967,11740363080, 否, 32开, 平装-胶订, 胶版纸,文学理论
 9785462102365,1040006790, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787516825341,28532871, 否, 16开, 平装-胶订, 纯质纸,侦探/悬疑/推理小说
 9787558906008,27928952, 否, 大32开, 平装-胶订, 轻型纸,文学
 9787550708679,23448290, 否, 16开, 平装, 胶版纸,外国
 9787559707550,25278441, 否, 32开, 平装-胶订, 胶版纸,文学
 9787549220632,11681420883, 否, 16开, 平装-胶订, 胶版纸,仙侠玄幻青春文学
 9787536598608,29676797, 是, 16开, 平装-胶订, 胶版纸,文学
 9787510477263,11540898714, 否, 16开, 平装-胶订, 胶版纸,其他
 9787557028497,29469859, 否, 32开, 平装-胶订, 胶版纸,悬疑/惊悚青春文学
 9787205102210,11519929931, 是, 32开, 平装-胶订, 胶版纸,侦探/悬疑/推理小说
 9787534270659,1505051665, 否, 16开, 平装-胶订, 胶版纸,动物小说
 9787558324475,29209396, 否, 32开, 平装-胶订, 胶版纸,文学
 9787514875454,29447259, 否, , 纸质, ,文学
 9787559713452,27884070, 否, 32开, 平装-胶订, 胶版纸,文学
 9787501615001,27867461, 是, 32开, 平装-胶订, 胶版纸,开学必备
 9787556241163,26916139, 否, 32开, 平装-胶订, 胶版纸,文学
 9787514390438,29262968, 否, 32开, 平装-胶订, 胶版纸,文学
 9787550033566,1584319966, 是, 16开, 平装-胶订, 胶版纸,文学
 DSFD44DF8987,11424824466, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 XSYBYC,11110057879, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787534889523,29302020, 是, 16开, 平装-胶订, 胶版纸,中国古诗词
 9787559724069,29234141, 否, 32开, 平装-胶订, 胶版纸,快乐成长
 9787556834471,27869513, 否, 16开, 平装-胶订, 胶版纸,文学
 9787558426643,29470349, 否, 32开, 平装-胶订, 胶版纸,文学
 9787531745389,27893908, 否, 32开, 精装, 胶版纸,语文阅读
 9787569517255,29001328, 否, 16开, 精装, 轻型纸,侦探/悬疑/推理小说
 4718016043558,11573495386, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787505729445,29382147, 否, 32开, 精装, 胶版纸,欧洲
 9787521218329,29388441, 否, 32开, 平装-胶订, 胶版纸,中国现当代随笔
 9787555906384,25221818, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787559818546,27913698, 否, 32开, 平装-胶订, 轻型纸,中国当代小说
 9787201133072,29620138, 否, 16开, 盒装, 轻型纸,官场小说
 9787020161256,28991357, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9780062945822,11405725318, 是, 32开, 平装-胶订, 胶版纸,7-10岁
 9787544283830,11720785977, 否, 32开, 平装, 轻型纸,侦探/悬疑/推理小说
 9787559457011,29241564, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787020169603,668614052, 否, 16开, 平装-胶订, 胶版纸,青春校园文学
 9787534264948,1471927313, 否, 32开, 平装-胶订, 轻型纸,动物小说
 29513784,29513784, 是, 16开, 平装-胶订, 轻型纸,课外阅读
 9787539787275,23941494, 是, 16开, 平装-胶订, 胶版纸,文学
 9787522722559,29628092, 是, 16开, 平装-胶订, 胶版纸,文学理论
 9787555026518,29371371, 否, 24开, 平装-胶订, 胶版纸,文学
 9787541485299,29589206, 否, 32开, 平装-胶订, 胶版纸,文学
 9787513336635,27927717, 否, 大32开, 平装-胶订, 胶版纸,其他国外青春文学
 9787532781157,1506593062, 否, 32开, 精装, 轻型纸,文学评论与鉴赏
 9787505746367,627787552, 否, 16开, 平装-胶订, 纯质纸,社会科学总论
 9787562946151,1520446668, 否, 16开, 平装-胶订, 纯质纸,时尚
 9786263213524,11660586546, 否, 16开, 平装-胶订, 胶版纸,轻小说
 9787530682296,11095349487, 否, 16开, 平装-胶订, 胶版纸,中国现当代随笔
 9787530660447,1614071206, 否, 16开, 平装-胶订, 胶版纸,中国
 9787204106998,21030260, 否, , 平装, 胶版纸,中国
 9787010142197,23676013, 否, 16开, 平装, 胶版纸,文学理论
 9787110104231,11273849346, 是, 16开, 平装-胶订, 胶版纸,课外阅读
 9787020173334,29447661, 否, 32开, 平装-胶订, 胶版纸,中国近现代小说
 9784041026151,1452571681, 否, 64开, 平装-胶订, 轻型纸,原版文学/小说
 9787571501914,28508831, 是, 32开, 平装-胶订, 胶版纸,文学
 9787556241095,26916136, 否, 32开, 平装-胶订, 胶版纸,文学
 29198200,29198200, 是, 32开, 精装, 书写纸,艺术理论
 9787559817228,27873322, 是, 32开, 平装-胶订, 胶版纸,文学
 9787542669056,28974955, 否, 32开, 平装-胶订, 胶版纸,文集
 9787559655776,29472930, 否, 32开, 平装-胶订, 胶版纸,美国
 9787511030801,26245884, 否, 32开, 平装-胶订, 胶版纸,英文版
 9787567768710,24031159, 否, 16开, 平装-胶订, 胶版纸,语文阅读
 9788748777098,11649216368, 否, , 平装, 胶版纸,小学
 9787506373036,27887132, 否, 16开, 平装-胶订, 胶版纸,中国
 9786263831872,11706728166, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787556223800,24032916, 否, 32开, 平装, 轻型纸,文学
 9787558420542,29173344, 否, 32开, 平装-胶订, 轻型纸,快乐成长
 9787514809459,1575386647, 是, 32开, 平装-胶订, 胶版纸,侦探/冒险小说
 97874566332563,11720864366, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787558901089,25069049, 否, 大32开, 平装-胶订, 轻型纸,文学
 9787559710451,27874038, 否, 32开, 平装-胶订, 轻型纸,文学
 9787532780969,11548971757, 否, 32开, 平装, 书写纸,职场小说
 9787559642318,1666044612, 否, 16开, 平装-胶订, 胶版纸,仙侠玄幻青春文学
 9787511576538,11521327174, 否, 16开, 平装-胶订, 胶版纸,中国当代小说
 9787559709660,26487063, 否, 32开, 平装-胶订, 胶版纸,文学
 9787571504779,29123707, 是, 24开, 平装-胶订, 轻型纸,文学
 9787555906582,25315698, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787571514914,29452279, 否, 32开, 平装-胶订, 胶版纸,文学
 9787555901259,29250805, 否, 32开, 精装, 胶版纸,名家作品
 9787559710444,27874037, 否, 32开, 平装-胶订, 轻型纸,文学
 9787541477713,23925166, 否, 32开, 平装-胶订, 轻型纸,文学
 9787549279159,29330767, 否, 32开, 平装-胶订, 轻型纸,名家作品
 9787549572878,23798777, 否, 32开, 平装, 轻型纸,文学
 9787544520843,29312232, 否, 32开, 平装-胶订, 胶版纸,名侦探柯南
 9787544369480,24166126, 否, 32开, 平装-胶订, 胶版纸,中国
 9787514829938,29276955, 否, 32开, 纸质, 胶版纸,文学
 9787569505887,1527318435, 否, 16开, 平装-胶订, 胶版纸,社会小说
 9787559436399,11355403769, 否, 3开, 平装, 胶版纸,都市小说
 9784041026168,1459909686, 否, 32开, 平装-胶订, 轻型纸,原版文学/小说
 9787555915607,29651528, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9787555905530,25233815, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9786263625303,11573482126, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787536099678,29701282, 否, 32开, 平装-胶订, 胶版纸,美国
 9787571510756,29298789, 否, 32开, 平装-胶订, 胶版纸,文学
 9787559725424,29440086, 否, 16开, 平装-胶订, 胶版纸,卡通/动漫/图画书
 9787539774930,23584064, 否, 16开, 平装-胶订, 胶版纸,文学
 9787556864492,29471384, 否, 32开, 平装-胶订, 轻型纸,文学
 9787556834464,27869508, 否, 16开, 平装-胶订, 胶版纸,文学
 9787516815823,25168476, 否, 32开, 平装-胶订, 纯质纸,欧洲
 9787521215243,29371181, 否, 16开, 平装-胶订, 胶版纸,中国当代小说
 9787544854078,26909938, 否, 32开, 平装-胶订, 胶版纸,文学
 9787544863285,28510690, 否, 16开, 平装-胶订, 胶版纸,文学
 9789572653968,11152621910, 否, 32开, 平装, 胶版纸,动/漫画
 9786263521629,11329193086, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787571514648,29513244, 否, 24开, 平装-胶订, 轻型纸,文学
 9787115243744,1140386385, 是, 32开, 平装-胶订, 胶版纸,动物小说
 9787558328251,29388229, 否, 32开, 平装-胶订, 轻型纸,文学
 9787533299514,25859032, 否, 32开, 平装-胶订, 胶版纸,文学
 9787544784047,29176849, 否, 32开, 平装, 轻型纸,中国当代小说
 9787533288587,1618832106, 否, 32开, 平装-胶订, 胶版纸,动物小说
 9787122341822,27875722, 否, 16开, 平装-胶订, 纯质纸,文学
 9787305236495,29302711, 是, 32开, 组合包装, 胶版纸,文学
 9787534297779,1317019415, 否, 16开, 平装-胶订, 胶版纸,动物小说
 9787539670485,29188388, 否, 32开, 精装, 胶版纸,中国当代小说
 9787534888311,28469876, 否, 16开, 平装-胶订, 胶版纸,总集类
 977456321456,11698100816, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787559706706,25302194, 否, 32开, 平装-胶订, 胶版纸,文学
 9787559710413,27874031, 否, 32开, 平装-胶订, 轻型纸,文学
 9787559725417,29440085, 否, 32开, 平装-胶订, 胶版纸,卡通/动漫/图画书
 9787545581836,11715176517, 否, 16开, 平装-胶订, 胶版纸,青春爱情文学
 9787559666970,11546736614, 否, 32开, 平装, 胶版纸,中国
 9787100155571,1353586420, 否, 16开, 平装-胶订, 胶版纸,中国古典小说
 9787301341957,29721500, 否, 16开, 精装, 胶版纸,文学评论与鉴赏
 9787501453528,23818648, 否, 32开, 平装, 胶版纸,外国
 9787572217555,29296295, 否, 32开, 平装-胶订, 胶版纸,文学
 9787511032423,1532402497, 是, 16开, 平装-胶订, 胶版纸,成长/校园小说
 9787555910411,29189457, 否, 32开, 平装-胶订, 胶版纸,中国当代小说
 9784094530865,11229707500, 否, 3开, 平装, 胶版纸,原版文学/小说
 9787544874809,29489550, 否, 32开, 平装-胶订, 轻型纸,文学
 9780062367167,694711574, 是, 32开, 平装-胶订, 轻型纸,7-10岁
 9787541488931,25174985, 否, 大16开, 平装-胶订, 胶版纸,文学
 9787544865708,29410266, 是, 32开, 盒装, 轻型纸,文学
 9787020137619,25267129, 否, 16开, 平装-胶订, 胶版纸,语文阅读
 9786263101838,11419459570, 否, 3开, 平装, 胶版纸,Novelty 玩具书/趣味认知书
 9787201150901,28474666, 否, 32开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787555905608,25306618, 否, 32开, 平装-胶订, 胶版纸,中国
 9787539581415,29617738, 否, 16开, 平装-胶订, 胶版纸,文学
 9787555912859,29397127, 否, 32开, 精装, 胶版纸,中国现当代随笔
 9787570806874,29158142, 否, 32开, 平装-胶订, 胶版纸,文学
 9784046321909,11200457056, 否, 32开, 平装-胶订, 轻型纸,原版文学/小说
 9787530663486,23348956, 否, 16开, 平装, 胶版纸,文学理论
 9787517120179,1462704640, 否, 16开, 平装-胶订, 轻型纸,社会小说
 9787539999142,25064385, 否, 32开, 平装-胶订, 胶版纸,课外阅读
 9787558409714,1470025177, 否, 32开, 平装-胶订, 轻型纸,成长/校园小说
 9787530767214,1437581814, 否, 32开, 平装-胶订, 胶版纸,动物小说
 9787201132310,28491231, 否, 16开, 平装-胶订, 轻型纸,中国近现代小说
 9787544874793,29489551, 否, 32开, 平装-胶订, 轻型纸,文学
 9787570208852,11527291787, 否, 16开, 平装, 书写纸,社会小说
 9787020145102,629651542, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787532660704,11654992277, 否, 16开, 平装-胶订, 胶版纸,综合
 9787530763674,11698381062, 否, 3开, 平装, 胶版纸,成长/校园小说
 9787547059609,29459516, 是, 32开, 精装, 轻型纸,科幻小说
 9787521218671,29445097, 否, 32开, 精装, 胶版纸,外国
 9787020139477,25255243, 否, 32开, 精装, 胶版纸,中国当代小说
 9787020104253,1163974337, 否, 16开, 精装, 轻型纸,外国
 9787544264532,11681165933, 是, 16开, 平装-胶订, 胶版纸,侦探/悬疑/推理小说
 9787020149704,28514721, 否, 16开, 平装-胶订, 胶版纸,中国现当代随笔
 9787205088101,25084191, 否, 16开, 平装-胶订, 胶版纸,外国诗歌
 9787559854896,29491914, 否, 32开, 平装-胶订, 胶版纸,文学
 9787559659224,29703276, 否, 16开, 平装-胶订, 轻型纸,官场小说
 9787556833603,25577469, 否, 32开, 平装-胶订, 轻型纸,文学
 9787558426612,29470352, 否, 32开, 平装-胶订, 胶版纸,文学
 9787531745303,29145520, 是, 32开, 精装, 胶版纸,课外阅读
 9787550638129,29514285, 否, 32开, 平装-胶订, 胶版纸,其他古籍整理
 9787531745303,29376115, 是, 32开, 平装-胶订, 胶版纸,欧洲
 9787225060071,29130427, 否, 32开, 精装, 轻型纸,中国当代小说
 9787537862295,1819734760, 否, 16开, 平装-胶订, 胶版纸,文学理论
 9787545556407,1727415315, 否, 16开, 平装-胶订, 胶版纸,文集
 9787530767221,25329174, 否, 32开, 平装-胶订, 胶版纸,文学
 9787556253906,29213535, 否, 32开, 平装-胶订, 特种纸,文学
 9787100151795,25353451, 否, 16开, 平装-胶订, 胶版纸,文学评论与鉴赏
 9787519005900,27866529, 否, 32开, 精装, 胶版纸,课外阅读
 9787559656858,11689186213, 否, 32开, 平装-胶订, 胶版纸,侦探/悬疑/推理小说
 9786263215320,11174848766, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
 9787534616761,29244314, 是, 32开, 平装-胶订, 胶版纸,文学
 25152583,25152583, 是, 32开, 平装-胶订, 轻型纸,文学
 9787305256349,11188389887, 否, 32开, 平装-胶订, 胶版纸,外国
 9787573207838,29652628, 是, 16开, 精装, 胶版纸,其他古籍整理
 9787533325602,22621988, 否, 32开, 平装, 胶版纸,中国
 9787559817273,27873325, 否, 32开, 平装-胶订, 胶版纸,文学
 9787200171617,11446723447, 否, 32开, 精装, 胶版纸,中国古典小说
 9787571508876,29651375, 否, 32开, 平装-胶订, 胶版纸,文学
 9787538594362,23817038, 否, 16开, 平装, 胶版纸,青春校园文学
 9787511312186,1284424402, 否, 16开, 平装-胶订, 胶版纸,文摘 文学
 9787553339191,11453695647, 否, 16开, 精装, 胶版纸,文学理论
 9787522511313,29553696, 否, 32开, 平装-胶订, 书写纸,写作与修辞
 9787544863308,28510692, 否, 16开, 平装-胶订, 纯质纸,文学
 9787532167425,25580886, 否, 32开, 平装-胶订, 胶版纸,侦探/悬疑/推理小说
 9789865511500,1867317060, 否, 25开, 平装-胶订, 轻型纸,现代文学
 9787559848468,11356066457, 否, 32开, 平装-胶订, 胶版纸,侦探/冒险小说
 9787532526703,25337687, 否, 大32开, 精装, 胶版纸,其他
 9787530221532008853,11682416283, 否, 32开, 精装, 胶版纸,社会小说
 9787559817235,27873329, 否, 32开, 平装-胶订, 胶版纸,文学
 9787208175631,11147905504, 否, 16开, 平装-胶订, 胶版纸,综合
 9787550053687,29681835, 否, 16开, 平装-胶订, 胶版纸,中国当代小说
 9787100087094,22850423, 否, 大32开, 平装, 胶版纸,文学理论
 9787544863254,28510683, 否, 16开, 平装-胶订, 胶版纸,文学
 9786263528949,11503831146, 否, 大32开, 平装-胶订, 轻型纸,动/漫画
